Data opsamlet af Aarhus Universitet. Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>. NOx: Kvælstofoxider µg/m<sup>3</sup>. O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;NO2;NOx;O3;
24-02-2022 16:00:00;13.43;14.54;74.34;Data er manuelt kontrolleret
24-02-2022 15:30:00;15.7;17.67;70.71;Data er manuelt kontrolleret
24-02-2022 15:00:00;12.81;15.26;74.96;Data er manuelt kontrolleret
24-02-2022 14:30:00;8.8;9.79;79.37;Data er manuelt kontrolleret
24-02-2022 14:00:00;10.33;11.07;79.55;Data er manuelt kontrolleret
24-02-2022 13:30:00;4.19;4.86;86.77;Data er manuelt kontrolleret
24-02-2022 13:00:00;4.36;4.9;84.46;Data er manuelt kontrolleret
24-02-2022 12:30:00;4.32;4.82;81.7;Data er manuelt kontrolleret
24-02-2022 12:00:00;4.38;5.24;81.03;Data er manuelt kontrolleret
24-02-2022 11:30:00;4.55;5.14;80.27;Data er manuelt kontrolleret
24-02-2022 11:00:00;5.72;7.84;78.37;Data er manuelt kontrolleret
24-02-2022 10:30:00;6.25;8.13;75.86;Data er manuelt kontrolleret
24-02-2022 10:00:00;6.73;8.11;75.64;Data er manuelt kontrolleret
24-02-2022 09:30:00;10.16;12.51;73.32;Data er manuelt kontrolleret
24-02-2022 09:00:00;8.45;9.52;75.06;Data er manuelt kontrolleret
24-02-2022 08:30:00;12.22;13.96;72.32;Data er manuelt kontrolleret
24-02-2022 08:00:00;21.17;23.64;64.68;Data er manuelt kontrolleret
24-02-2022 07:30:00;17.82;19.58;67.16;Data er manuelt kontrolleret
24-02-2022 07:00:00;21.29;22.2;64.4;Data er manuelt kontrolleret
24-02-2022 06:30:00;12.7;12.99;73.72;Data er manuelt kontrolleret
24-02-2022 05:30:00;2.7;2.49;86.65;Data er manuelt kontrolleret
24-02-2022 05:00:00;3.92;4.23;80.47;Data er manuelt kontrolleret
24-02-2022 04:30:00;4.59;4.99;77.77;Data er manuelt kontrolleret
24-02-2022 04:00:00;3.56;3.79;79.49;Data er manuelt kontrolleret
24-02-2022 03:30:00;3.67;3.58;80.11;Data er manuelt kontrolleret
24-02-2022 03:00:00;3.29;3.27;;Data er manuelt kontrolleret
24-02-2022 02:30:00;3.19;3.06;81.17;Data er manuelt kontrolleret
24-02-2022 02:00:00;3.21;3.31;81.32;Data er manuelt kontrolleret
24-02-2022 01:30:00;3.6;3.82;80.77;Data er manuelt kontrolleret
24-02-2022 01:00:00;4.25;4.23;79.41;Data er manuelt kontrolleret
24-02-2022 00:30:00;4.93;5.26;76.67;Data er manuelt kontrolleret
24-02-2022 00:00:00;5.09;5.55;75.62;Data er manuelt kontrolleret
23-02-2022 23:30:00;4.88;5.16;75.84;Data er manuelt kontrolleret
23-02-2022 23:00:00;4.28;4.63;77.85;Data er manuelt kontrolleret
23-02-2022 22:30:00;3.79;3.96;78.53;Data er manuelt kontrolleret
23-02-2022 22:00:00;4.32;4.59;78.75;Data er manuelt kontrolleret
23-02-2022 21:30:00;3.79;4.05;79.17;Data er manuelt kontrolleret
23-02-2022 21:00:00;3.67;4.34;80.29;Data er manuelt kontrolleret
23-02-2022 20:30:00;3.56;3.98;80.89;Data er manuelt kontrolleret
23-02-2022 20:00:00;3.75;4.13;80.87;Data er manuelt kontrolleret
23-02-2022 19:30:00;3.79;4.25;79.69;Data er manuelt kontrolleret
23-02-2022 19:00:00;4.05;4.61;78.17;Data er manuelt kontrolleret
23-02-2022 18:30:00;4.38;4.93;77.93;Data er manuelt kontrolleret
23-02-2022 18:00:00;4.97;5.32;77.43;Data er manuelt kontrolleret
23-02-2022 17:30:00;5.45;6.5;77.37;Data er manuelt kontrolleret
23-02-2022 17:00:00;6.83;7.96;76.44;Data er manuelt kontrolleret
23-02-2022 16:30:00;6.79;7.9;76.91;Data er manuelt kontrolleret
23-02-2022 16:00:00;5.7;6.85;78.65;Data er manuelt kontrolleret
23-02-2022 15:30:00;5.57;7.88;78.55;Data er manuelt kontrolleret
23-02-2022 15:00:00;5.85;8.95;77.57;Data er manuelt kontrolleret
23-02-2022 14:30:00;5.34;7.42;77.39;Data er manuelt kontrolleret
23-02-2022 14:00:00;5.22;7.11;77.59;Data er manuelt kontrolleret
23-02-2022 13:30:00;4.51;5.95;77.65;Data er manuelt kontrolleret
23-02-2022 13:00:00;4.49;6.16;77.63;Data er manuelt kontrolleret
23-02-2022 12:30:00;3.61;4.8;78.81;Data er manuelt kontrolleret
23-02-2022 12:00:00;2.91;3.84;80.33;Data er manuelt kontrolleret
23-02-2022 11:30:00;2.91;3.96;81.09;Data er manuelt kontrolleret
23-02-2022 11:00:00;3.5;4.44;79.19;Data er manuelt kontrolleret
23-02-2022 10:30:00;4.15;5.13;78.13;Data er manuelt kontrolleret
23-02-2022 10:00:00;4.26;5.41;78.17;Data er manuelt kontrolleret
23-02-2022 09:30:00;5.79;7.73;74.92;Data er manuelt kontrolleret
23-02-2022 09:00:00;6.23;7.63;75.24;Data er manuelt kontrolleret
23-02-2022 08:30:00;7.61;8.91;74.42;Data er manuelt kontrolleret
23-02-2022 08:00:00;8.36;9.24;74.14;Data er manuelt kontrolleret
23-02-2022 07:30:00;6.71;7.31;77.55;Data er manuelt kontrolleret
23-02-2022 07:00:00;6.06;6.41;77.73;Data er manuelt kontrolleret
23-02-2022 06:30:00;6.83;7.42;76.71;Data er manuelt kontrolleret
23-02-2022 06:00:00;3.06;3.44;82.34;Data er manuelt kontrolleret
23-02-2022 05:30:00;2.91;3.04;83.32;Data er manuelt kontrolleret
23-02-2022 04:30:00;1.4;1.01;84.04;Data er manuelt kontrolleret
23-02-2022 04:00:00;0.88;0.63;84.26;Data er manuelt kontrolleret
23-02-2022 03:30:00;0.67;0.1;85.5;Data er manuelt kontrolleret
23-02-2022 03:00:00;0.77;0.77;86.69;Data er manuelt kontrolleret
23-02-2022 02:30:00;0.77;0.69;87.45;Data er manuelt kontrolleret
23-02-2022 02:00:00;0.77;0.59;;Data er manuelt kontrolleret
23-02-2022 01:30:00;0.73;0.46;90.88;Data er manuelt kontrolleret
23-02-2022 01:00:00;1.11;0.88;88.41;Data er manuelt kontrolleret
23-02-2022 00:30:00;1.61;1.2;85.76;Data er manuelt kontrolleret
23-02-2022 00:00:00;2.41;2.31;82.96;Data er manuelt kontrolleret
22-02-2022 23:30:00;1.57;1.38;84.76;Data er manuelt kontrolleret
22-02-2022 23:00:00;2.01;1.89;82.62;Data er manuelt kontrolleret
22-02-2022 22:30:00;1.43;1.24;84.78;Data er manuelt kontrolleret
22-02-2022 22:00:00;1.61;1.66;84.52;Data er manuelt kontrolleret
22-02-2022 21:30:00;1.97;1.74;81.13;Data er manuelt kontrolleret
22-02-2022 21:00:00;2.43;2.2;82.56;Data er manuelt kontrolleret
22-02-2022 20:30:00;4.67;4.53;72.08;Data er manuelt kontrolleret
22-02-2022 20:00:00;9.2;9.01;56.96;Data er manuelt kontrolleret
22-02-2022 19:30:00;10.96;11.53;58.19;Data er manuelt kontrolleret
22-02-2022 19:00:00;7.46;7.55;63.58;Data er manuelt kontrolleret
22-02-2022 18:30:00;5.97;6.2;67.41;Data er manuelt kontrolleret
22-02-2022 18:00:00;6.1;6.75;68.63;Data er manuelt kontrolleret
22-02-2022 17:30:00;5.72;6.25;70.91;Data er manuelt kontrolleret
22-02-2022 17:00:00;6.37;7.23;71.96;Data er manuelt kontrolleret
22-02-2022 16:30:00;9.29;10.65;70.29;Data er manuelt kontrolleret
22-02-2022 16:00:00;10.02;11.59;70.03;Data er manuelt kontrolleret
22-02-2022 15:30:00;7.38;8.17;70.27;Data er manuelt kontrolleret
22-02-2022 15:00:00;9.28;11.32;66.64;Data er manuelt kontrolleret
22-02-2022 14:30:00;10.17;11.8;62.57;Data er manuelt kontrolleret
22-02-2022 14:00:00;13.43;16.58;56.9;Data er manuelt kontrolleret
22-02-2022 13:30:00;14.25;18.07;54.82;Data er manuelt kontrolleret
22-02-2022 13:00:00;12.13;15.11;55.7;Data er manuelt kontrolleret
22-02-2022 12:30:00;11.21;14.17;57.66;Data er manuelt kontrolleret
22-02-2022 12:00:00;8.84;10.84;65;Data er manuelt kontrolleret
22-02-2022 11:30:00;8.82;10.82;67.79;Data er manuelt kontrolleret
22-02-2022 11:00:00;13.04;15.97;63.46;Data er manuelt kontrolleret
22-02-2022 10:30:00;15.57;18.86;60.59;Data er manuelt kontrolleret
22-02-2022 10:00:00;24.73;30.22;49.51;Data er manuelt kontrolleret
22-02-2022 09:30:00;44.6;68.28;30;Data er manuelt kontrolleret
22-02-2022 09:00:00;51.66;70.25;25.62;Data er manuelt kontrolleret
22-02-2022 08:30:00;70;128.21;10.04;Data er manuelt kontrolleret
22-02-2022 08:00:00;63.09;96.58;13.55;Data er manuelt kontrolleret
22-02-2022 07:30:00;30.62;37.33;47.22;Data er manuelt kontrolleret
22-02-2022 07:00:00;7.98;8.26;65.62;Data er manuelt kontrolleret
22-02-2022 06:30:00;8.7;9.08;63.42;Data er manuelt kontrolleret
22-02-2022 06:00:00;11.34;11.38;62.05;Data er manuelt kontrolleret
22-02-2022 05:30:00;8.89;8.8;63.72;Data er manuelt kontrolleret
22-02-2022 05:00:00;11.8;11.76;61.15;Data er manuelt kontrolleret
22-02-2022 04:30:00;4.07;3.65;69.17;Data er manuelt kontrolleret
22-02-2022 03:30:00;2.41;2.49;68.09;Data er manuelt kontrolleret
22-02-2022 03:00:00;2.7;2.7;67.3;Data er manuelt kontrolleret
22-02-2022 02:30:00;2.35;2.3;69.55;Data er manuelt kontrolleret
22-02-2022 02:00:00;2.75;2.68;68.67;Data er manuelt kontrolleret
22-02-2022 01:30:00;3.25;3.4;67.14;Data er manuelt kontrolleret
22-02-2022 01:00:00;3.81;4.07;;Data er manuelt kontrolleret
22-02-2022 00:30:00;3.61;3.58;68.85;Data er manuelt kontrolleret
22-02-2022 00:00:00;4.61;4.76;67.14;Data er manuelt kontrolleret
21-02-2022 23:30:00;5.53;5.57;66.16;Data er manuelt kontrolleret
21-02-2022 23:00:00;5.16;5.24;67.35;Data er manuelt kontrolleret
21-02-2022 22:30:00;6.64;7.17;66.18;Data er manuelt kontrolleret
21-02-2022 22:00:00;7.55;7.69;64.9;Data er manuelt kontrolleret
21-02-2022 21:30:00;7.63;7.78;63.24;Data er manuelt kontrolleret
21-02-2022 21:00:00;7.42;7.57;63.24;Data er manuelt kontrolleret
21-02-2022 20:30:00;7.32;7.73;63.42;Data er manuelt kontrolleret
21-02-2022 20:00:00;5.49;5.7;67.79;Data er manuelt kontrolleret
21-02-2022 19:30:00;5.03;5.89;69.35;Data er manuelt kontrolleret
21-02-2022 19:00:00;3.94;4.28;69.33;Data er manuelt kontrolleret
21-02-2022 18:30:00;3.71;4.09;70.19;Data er manuelt kontrolleret
21-02-2022 18:00:00;3.81;4.7;69.59;Data er manuelt kontrolleret
21-02-2022 17:30:00;4.21;4.67;70.79;Data er manuelt kontrolleret
21-02-2022 17:00:00;4.09;4.55;75.86;Data er manuelt kontrolleret
21-02-2022 16:30:00;4.63;5.28;81.48;Data er manuelt kontrolleret
21-02-2022 16:00:00;4.9;5.36;83.76;Data er manuelt kontrolleret
21-02-2022 15:30:00;5.13;6.29;84.76;Data er manuelt kontrolleret
21-02-2022 15:00:00;5.76;7.42;85.22;Data er manuelt kontrolleret
21-02-2022 14:30:00;5.18;6.85;86.23;Data er manuelt kontrolleret
21-02-2022 14:00:00;5.22;7.06;85.93;Data er manuelt kontrolleret
21-02-2022 13:30:00;4.65;6.04;86.53;Data er manuelt kontrolleret
21-02-2022 13:00:00;5.03;6.46;86.15;Data er manuelt kontrolleret
21-02-2022 12:30:00;3.96;5.36;86.29;Data er manuelt kontrolleret
21-02-2022 12:00:00;4.9;6.33;85.82;Data er manuelt kontrolleret
21-02-2022 11:30:00;3.65;4.72;86.23;Data er manuelt kontrolleret
21-02-2022 11:00:00;5.2;6.39;85.08;Data er manuelt kontrolleret
21-02-2022 10:30:00;4.32;4.97;86.69;Data er manuelt kontrolleret
21-02-2022 10:00:00;5.3;5.85;82.36;Data er manuelt kontrolleret
21-02-2022 09:30:00;4.44;4.99;77.95;Data er manuelt kontrolleret
21-02-2022 09:00:00;5.74;6.37;75.58;Data er manuelt kontrolleret
21-02-2022 08:30:00;7.31;7.96;70.09;Data er manuelt kontrolleret
21-02-2022 08:00:00;6.92;7.67;65.1;Data er manuelt kontrolleret
21-02-2022 07:30:00;7.98;8.68;62.35;Data er manuelt kontrolleret
21-02-2022 07:00:00;7.67;8.59;59.71;Data er manuelt kontrolleret
21-02-2022 06:30:00;6.39;7.21;60.29;Data er manuelt kontrolleret
21-02-2022 05:30:00;3.54;3.69;65.8;Data er manuelt kontrolleret
21-02-2022 05:00:00;2.24;2.05;68.57;Data er manuelt kontrolleret
21-02-2022 04:30:00;2.56;2.6;70.87;Data er manuelt kontrolleret
21-02-2022 04:00:00;1.61;1.51;88.39;Data er manuelt kontrolleret
21-02-2022 03:30:00;1.28;1.45;90.86;Data er manuelt kontrolleret
21-02-2022 03:00:00;1.26;1.24;;Data er manuelt kontrolleret
21-02-2022 02:30:00;1.43;1.4;90.52;Data er manuelt kontrolleret
21-02-2022 02:00:00;1.28;0.71;89.89;Data er manuelt kontrolleret
21-02-2022 01:30:00;2.73;2.83;85.84;Data er manuelt kontrolleret
21-02-2022 01:00:00;2.89;3.02;89.09;Data er manuelt kontrolleret
21-02-2022 00:30:00;1.49;1.57;86.15;Data er manuelt kontrolleret
21-02-2022 00:00:00;2.54;2.51;84.32;Data er manuelt kontrolleret
20-02-2022 23:30:00;2.43;2.35;76.63;Data er manuelt kontrolleret
20-02-2022 23:00:00;3.1;3.1;76.61;Data er manuelt kontrolleret
20-02-2022 22:30:00;4.05;4.46;76.56;Data er manuelt kontrolleret
20-02-2022 22:00:00;5.85;6.01;74.56;Data er manuelt kontrolleret
20-02-2022 21:30:00;5.37;5.32;75.88;Data er manuelt kontrolleret
20-02-2022 21:00:00;4.23;4;79.59;Data er manuelt kontrolleret
20-02-2022 20:30:00;3.73;4.07;80.29;Data er manuelt kontrolleret
20-02-2022 20:00:00;3.35;3.75;81.38;Data er manuelt kontrolleret
20-02-2022 19:30:00;3.67;3.84;81.92;Data er manuelt kontrolleret
20-02-2022 19:00:00;4.25;4.51;82.26;Data er manuelt kontrolleret
20-02-2022 18:30:00;4.65;4.76;79.85;Data er manuelt kontrolleret
20-02-2022 18:00:00;9.03;9.77;60.99;Data er manuelt kontrolleret
20-02-2022 17:30:00;10.75;11.69;58.02;Data er manuelt kontrolleret
20-02-2022 17:00:00;12.16;13.37;55.96;Data er manuelt kontrolleret
20-02-2022 16:30:00;10.48;11.8;59.51;Data er manuelt kontrolleret
20-02-2022 16:00:00;7.61;8.49;63.9;Data er manuelt kontrolleret
20-02-2022 15:30:00;6.81;7.84;67.75;Data er manuelt kontrolleret
20-02-2022 15:00:00;6.18;7.25;71.51;Data er manuelt kontrolleret
20-02-2022 14:30:00;4.65;5.45;74.58;Data er manuelt kontrolleret
20-02-2022 14:00:00;4.69;5.53;73.02;Data er manuelt kontrolleret
20-02-2022 13:30:00;5.76;6.88;69.75;Data er manuelt kontrolleret
20-02-2022 13:00:00;5.57;6.6;69.63;Data er manuelt kontrolleret
20-02-2022 12:30:00;6.08;7.04;69.15;Data er manuelt kontrolleret
20-02-2022 12:00:00;5.05;6.16;70.45;Data er manuelt kontrolleret
20-02-2022 11:30:00;4.9;6.02;68.53;Data er manuelt kontrolleret
20-02-2022 11:00:00;4.69;5.85;66.94;Data er manuelt kontrolleret
20-02-2022 10:30:00;5.47;6.69;65.38;Data er manuelt kontrolleret
20-02-2022 10:00:00;8.57;9.98;62.88;Data er manuelt kontrolleret
20-02-2022 09:30:00;8.32;9.89;60.57;Data er manuelt kontrolleret
20-02-2022 09:00:00;7.71;8.99;60.11;Data er manuelt kontrolleret
20-02-2022 08:30:00;12.35;13.94;54.4;Data er manuelt kontrolleret
20-02-2022 08:00:00;9.89;11.42;57.3;Data er manuelt kontrolleret
20-02-2022 07:30:00;4.84;5.13;62.76;Data er manuelt kontrolleret
20-02-2022 07:00:00;4.8;4.72;68.55;Data er manuelt kontrolleret
20-02-2022 06:30:00;4.74;5.01;71.39;Data er manuelt kontrolleret
20-02-2022 06:00:00;4.57;4.69;71.69;Data er manuelt kontrolleret
20-02-2022 05:30:00;3.16;2.98;72.46;Data er manuelt kontrolleret
20-02-2022 04:30:00;3.1;3.04;74.88;Data er manuelt kontrolleret
20-02-2022 04:00:00;1.97;1.87;77.39;Data er manuelt kontrolleret
20-02-2022 03:30:00;1.95;2.01;77.83;Data er manuelt kontrolleret
20-02-2022 03:00:00;2.6;2.7;75.26;Data er manuelt kontrolleret
20-02-2022 02:30:00;3.21;3.44;73.88;Data er manuelt kontrolleret
20-02-2022 02:00:00;4.92;4.93;;Data er manuelt kontrolleret
20-02-2022 01:30:00;4.65;4.65;75.94;Data er manuelt kontrolleret
20-02-2022 01:00:00;2.31;2.16;82.64;Data er manuelt kontrolleret
20-02-2022 00:30:00;2.1;2.01;85.2;Data er manuelt kontrolleret
20-02-2022 00:00:00;2.1;2.3;85.89;Data er manuelt kontrolleret
19-02-2022 23:30:00;2.35;2.2;83.02;Data er manuelt kontrolleret
19-02-2022 23:00:00;2.7;2.56;81.62;Data er manuelt kontrolleret
19-02-2022 22:30:00;2.75;2.51;80.61;Data er manuelt kontrolleret
19-02-2022 22:00:00;3.25;3.44;80.29;Data er manuelt kontrolleret
19-02-2022 21:30:00;2.37;2.54;81.15;Data er manuelt kontrolleret
19-02-2022 21:00:00;3.63;3.94;78.47;Data er manuelt kontrolleret
19-02-2022 20:30:00;3.19;3.44;81.94;Data er manuelt kontrolleret
19-02-2022 20:00:00;3.9;4;81.58;Data er manuelt kontrolleret
19-02-2022 19:30:00;3.81;3.96;81.66;Data er manuelt kontrolleret
19-02-2022 19:00:00;4.84;5.24;79.53;Data er manuelt kontrolleret
19-02-2022 18:30:00;3.6;3.65;82.3;Data er manuelt kontrolleret
19-02-2022 18:00:00;4.7;5.28;79.59;Data er manuelt kontrolleret
19-02-2022 17:30:00;4.78;5.26;79.91;Data er manuelt kontrolleret
19-02-2022 17:00:00;5.01;5.68;79.15;Data er manuelt kontrolleret
19-02-2022 16:30:00;3.48;3.77;82.46;Data er manuelt kontrolleret
19-02-2022 16:00:00;3.73;4.23;80.03;Data er manuelt kontrolleret
19-02-2022 15:30:00;4.9;5.81;80.35;Data er manuelt kontrolleret
19-02-2022 15:00:00;5.62;6.69;79.91;Data er manuelt kontrolleret
19-02-2022 14:30:00;4.04;4.46;81.84;Data er manuelt kontrolleret
19-02-2022 14:00:00;3.33;3.6;83.42;Data er manuelt kontrolleret
19-02-2022 13:30:00;3.35;3.9;82.54;Data er manuelt kontrolleret
19-02-2022 13:00:00;2.72;2.96;82.02;Data er manuelt kontrolleret
19-02-2022 12:30:00;3.02;3.52;78.57;Data er manuelt kontrolleret
19-02-2022 12:00:00;3.56;4.49;75.58;Data er manuelt kontrolleret
19-02-2022 11:30:00;3.06;3.61;75.78;Data er manuelt kontrolleret
19-02-2022 11:00:00;2.96;3.48;75.68;Data er manuelt kontrolleret
19-02-2022 10:30:00;4.05;4.84;72.9;Data er manuelt kontrolleret
19-02-2022 10:00:00;4.28;4.72;70.95;Data er manuelt kontrolleret
19-02-2022 09:30:00;5.2;6.12;67.81;Data er manuelt kontrolleret
19-02-2022 09:00:00;5.64;6.67;65.74;Data er manuelt kontrolleret
19-02-2022 08:30:00;5.16;5.57;66.86;Data er manuelt kontrolleret
19-02-2022 08:00:00;3.69;3.96;69.51;Data er manuelt kontrolleret
19-02-2022 07:30:00;3.77;4.05;69.29;Data er manuelt kontrolleret
19-02-2022 07:00:00;2.43;2.56;71.41;Data er manuelt kontrolleret
19-02-2022 06:30:00;3.37;3.42;70.33;Data er manuelt kontrolleret
19-02-2022 06:00:00;2.45;2.28;74.54;Data er manuelt kontrolleret
19-02-2022 05:30:00;2.01;2.08;73.24;Data er manuelt kontrolleret
19-02-2022 05:00:00;2.28;1.84;75.24;Data er manuelt kontrolleret
19-02-2022 04:30:00;1.32;1.49;83.86;Data er manuelt kontrolleret
19-02-2022 03:30:00;2.07;1.4;79.51;Data er manuelt kontrolleret
19-02-2022 03:00:00;3.44;3.1;75.08;Data er manuelt kontrolleret
19-02-2022 02:30:00;2.89;2.28;79.77;Data er manuelt kontrolleret
19-02-2022 02:00:00;3.44;3.02;77.15;Data er manuelt kontrolleret
19-02-2022 01:30:00;3.46;2.91;76.85;Data er manuelt kontrolleret
19-02-2022 01:00:00;3.94;3.37;;Data er manuelt kontrolleret
19-02-2022 00:30:00;3.77;3.44;80.89;Data er manuelt kontrolleret
19-02-2022 00:00:00;4.59;4.07;84.5;Data er manuelt kontrolleret
18-02-2022 23:30:00;2.64;2.28;88.59;Data er manuelt kontrolleret
18-02-2022 23:00:00;2.83;2.62;88.65;Data er manuelt kontrolleret
18-02-2022 22:30:00;5.11;4.72;81.94;Data er manuelt kontrolleret
18-02-2022 22:00:00;4.65;4.26;76.12;Data er manuelt kontrolleret
18-02-2022 21:30:00;5.09;5.09;75.98;Data er manuelt kontrolleret
18-02-2022 21:00:00;8.24;8.26;65.8;Data er manuelt kontrolleret
18-02-2022 20:30:00;10.08;10.04;63.68;Data er manuelt kontrolleret
18-02-2022 20:00:00;10.69;10.81;61.73;Data er manuelt kontrolleret
18-02-2022 19:30:00;7.78;7.75;65.28;Data er manuelt kontrolleret
18-02-2022 19:00:00;7.08;7.38;67.47;Data er manuelt kontrolleret
18-02-2022 18:30:00;6.69;7.02;70.77;Data er manuelt kontrolleret
18-02-2022 18:00:00;6.81;8.19;74.52;Data er manuelt kontrolleret
18-02-2022 17:30:00;5.37;5.62;78.99;Data er manuelt kontrolleret
18-02-2022 17:00:00;6.06;7.02;80.01;Data er manuelt kontrolleret
18-02-2022 16:30:00;12.03;13.27;73.24;Data er manuelt kontrolleret
18-02-2022 16:00:00;7.82;8.41;74.98;Data er manuelt kontrolleret
18-02-2022 15:30:00;7.46;8.34;78.03;Data er manuelt kontrolleret
18-02-2022 15:00:00;6.87;7.9;77.85;Data er manuelt kontrolleret
18-02-2022 14:30:00;9.91;11.95;62.66;Data er manuelt kontrolleret
18-02-2022 14:00:00;11.38;13.1;60.21;Data er manuelt kontrolleret
18-02-2022 13:30:00;14.61;16.87;58.91;Data er manuelt kontrolleret
18-02-2022 13:00:00;13.64;15.24;63.16;Data er manuelt kontrolleret
18-02-2022 12:30:00;14.61;16.64;63.26;Data er manuelt kontrolleret
18-02-2022 12:00:00;12.57;14.84;65.4;Data er manuelt kontrolleret
18-02-2022 11:30:00;9.52;10.63;69.43;Data er manuelt kontrolleret
18-02-2022 11:00:00;8.85;9.94;71.37;Data er manuelt kontrolleret
18-02-2022 10:30:00;7.8;8.85;74.08;Data er manuelt kontrolleret
18-02-2022 10:00:00;8.09;9.89;74.76;Data er manuelt kontrolleret
18-02-2022 09:30:00;6.77;8.07;76.52;Data er manuelt kontrolleret
18-02-2022 09:00:00;6.54;7.27;77.09;Data er manuelt kontrolleret
18-02-2022 08:30:00;7.06;7.21;78.27;Data er manuelt kontrolleret
18-02-2022 08:00:00;8.87;9.51;77.01;Data er manuelt kontrolleret
18-02-2022 07:30:00;8.74;9.12;77.35;Data er manuelt kontrolleret
18-02-2022 07:00:00;7.52;8.13;79.49;Data er manuelt kontrolleret
18-02-2022 06:30:00;3.63;3.61;84.86;Data er manuelt kontrolleret
18-02-2022 05:30:00;1.87;2.14;87.75;Data er manuelt kontrolleret
18-02-2022 05:00:00;1.17;1.57;88.81;Data er manuelt kontrolleret
18-02-2022 04:30:00;0.73;1.19;89.23;Data er manuelt kontrolleret
18-02-2022 04:00:00;0.54;1.51;88.81;Data er manuelt kontrolleret
18-02-2022 03:30:00;0.82;1.34;89.01;Data er manuelt kontrolleret
18-02-2022 02:30:00;0.46;0.61;87.77;Data er manuelt kontrolleret
18-02-2022 02:00:00;0.23;0.54;87.93;Data er manuelt kontrolleret
18-02-2022 01:30:00;0.25;0.52;86.25;Data er manuelt kontrolleret
18-02-2022 01:00:00;0.48;0.67;86.23;Data er manuelt kontrolleret
18-02-2022 00:30:00;0.75;0.8;85.16;Data er manuelt kontrolleret
18-02-2022 00:00:00;0.75;0.94;85.02;Data er manuelt kontrolleret
17-02-2022 23:30:00;1.19;1.28;83.98;Data er manuelt kontrolleret
17-02-2022 23:00:00;1.24;1.49;84.68;Data er manuelt kontrolleret
17-02-2022 22:30:00;1.95;1.99;83.3;Data er manuelt kontrolleret
17-02-2022 22:00:00;1.51;2.03;82.92;Data er manuelt kontrolleret
17-02-2022 21:30:00;1.7;2.14;81.52;Data er manuelt kontrolleret
17-02-2022 21:00:00;2.73;3.12;79.79;Data er manuelt kontrolleret
17-02-2022 20:30:00;2.08;2.37;81.48;Data er manuelt kontrolleret
17-02-2022 20:00:00;2.39;2.66;82.82;Data er manuelt kontrolleret
17-02-2022 19:30:00;2.51;2.43;81.98;Data er manuelt kontrolleret
17-02-2022 19:00:00;3.1;3.25;81.36;Data er manuelt kontrolleret
17-02-2022 18:30:00;3.67;4.11;82.54;Data er manuelt kontrolleret
17-02-2022 18:00:00;4.21;4.34;81.68;Data er manuelt kontrolleret
17-02-2022 17:30:00;5.03;5.58;79.35;Data er manuelt kontrolleret
17-02-2022 17:00:00;3.86;4.34;80.31;Data er manuelt kontrolleret
17-02-2022 16:30:00;3.67;4.36;81.72;Data er manuelt kontrolleret
17-02-2022 16:00:00;4.42;5.18;81.72;Data er manuelt kontrolleret
17-02-2022 15:30:00;4.02;4.4;80.37;Data er manuelt kontrolleret
17-02-2022 15:00:00;4.51;5.22;80.29;Data er manuelt kontrolleret
17-02-2022 14:30:00;5.03;6.31;80.53;Data er manuelt kontrolleret
17-02-2022 14:00:00;3.67;4.36;83;Data er manuelt kontrolleret
17-02-2022 13:30:00;4.09;5.53;82.44;Data er manuelt kontrolleret
17-02-2022 13:00:00;3.54;4.72;84.08;Data er manuelt kontrolleret
17-02-2022 12:30:00;4.59;5.97;81.38;Data er manuelt kontrolleret
17-02-2022 12:00:00;4;5.14;74.68;Data er manuelt kontrolleret
17-02-2022 11:30:00;4.02;5.11;70.05;Data er manuelt kontrolleret
17-02-2022 11:00:00;5.22;6.85;69.13;Data er manuelt kontrolleret
17-02-2022 10:30:00;6.2;7.71;68.99;Data er manuelt kontrolleret
17-02-2022 10:00:00;5.51;7.23;69.35;Data er manuelt kontrolleret
17-02-2022 09:30:00;7.36;9.41;65.6;Data er manuelt kontrolleret
17-02-2022 09:00:00;9.12;10.63;63.46;Data er manuelt kontrolleret
17-02-2022 08:30:00;11.8;13.94;64.7;Data er manuelt kontrolleret
17-02-2022 08:00:00;8.55;9.7;69.47;Data er manuelt kontrolleret
17-02-2022 07:30:00;6.64;7.98;73.96;Data er manuelt kontrolleret
17-02-2022 07:00:00;4.05;4.72;72.52;Data er manuelt kontrolleret
17-02-2022 06:30:00;3.29;3.71;72.24;Data er manuelt kontrolleret
17-02-2022 06:00:00;2.51;2.98;73.34;Data er manuelt kontrolleret
17-02-2022 05:30:00;1.99;2.26;72.42;Data er manuelt kontrolleret
17-02-2022 04:30:00;1.99;1.72;61.87;Data er manuelt kontrolleret
17-02-2022 04:00:00;2.35;2.62;58.25;Data er manuelt kontrolleret
