Data opsamlet af Aarhus Universitet. Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>. NOx: Kvælstofoxider µg/m<sup>3</sup>. O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;CO;NO2;SO2;NOx;
28-02-2022 20:00:00;0.4;32.61;0.21;66.31;Data er manuelt kontrolleret
28-02-2022 19:30:00;0.35;20.37;0;40.95;Data er manuelt kontrolleret
28-02-2022 19:00:00;0.47;33.6;0.29;69.39;Data er manuelt kontrolleret
28-02-2022 18:30:00;0.43;37.79;0.4;64.16;Data er manuelt kontrolleret
28-02-2022 18:00:00;0.51;36.18;1.04;79.79;Data er manuelt kontrolleret
28-02-2022 17:30:00;0.43;47.79;0.96;84.8;Data er manuelt kontrolleret
28-02-2022 17:00:00;0.38;43.09;0.96;77.3;Data er manuelt kontrolleret
28-02-2022 16:30:00;0.48;48.18;1.22;100.25;Data er manuelt kontrolleret
28-02-2022 16:00:00;0.43;40.07;0.96;71.62;Data er manuelt kontrolleret
28-02-2022 15:30:00;0.4;39.28;1.04;78.62;Data er manuelt kontrolleret
28-02-2022 15:00:00;0.38;37.77;1.57;95.26;Data er manuelt kontrolleret
28-02-2022 14:30:00;0.4;27.88;1.28;56.06;Data er manuelt kontrolleret
28-02-2022 14:00:00;0.34;17.35;1.6;71.26;Data er manuelt kontrolleret
28-02-2022 13:30:00;0.33;29.43;1.54;60.15;Data er manuelt kontrolleret
28-02-2022 13:00:00;0.3;29.07;1.57;60.7;Data er manuelt kontrolleret
28-02-2022 12:30:00;0.3;27.96;1.12;63.4;Data er manuelt kontrolleret
28-02-2022 12:00:00;0.29;30.18;1.06;63.11;Data er manuelt kontrolleret
28-02-2022 11:30:00;0.35;35.21;1.54;93.39;Data er manuelt kontrolleret
28-02-2022 11:00:00;0.28;33.79;1.04;68.72;Data er manuelt kontrolleret
28-02-2022 10:30:00;0.33;38.86;1.09;84.49;Data er manuelt kontrolleret
28-02-2022 10:00:00;0.3;39.24;1.04;90.16;Data er manuelt kontrolleret
28-02-2022 09:30:00;0.29;32;0.82;71.47;Data er manuelt kontrolleret
28-02-2022 09:00:00;0.26;42.27;1.12;88.19;Data er manuelt kontrolleret
28-02-2022 08:30:00;0.31;42.09;1.17;102.61;Data er manuelt kontrolleret
28-02-2022 08:00:00;0.33;53.28;1.52;131.12;Data er manuelt kontrolleret
28-02-2022 07:30:00;0.4;52.56;1.38;123.53;Data er manuelt kontrolleret
28-02-2022 07:00:00;0.41;39.32;0.98;95.28;Data er manuelt kontrolleret
28-02-2022 06:30:00;0.35;28.73;0.72;71.78;Data er manuelt kontrolleret
28-02-2022 06:00:00;0.28;23.05;0.48;56.27;Data er manuelt kontrolleret
28-02-2022 05:30:00;0.27;17.33;0.21;27.85;Data er manuelt kontrolleret
28-02-2022 04:30:00;0.21;5.83;0.24;9.28;Data er manuelt kontrolleret
28-02-2022 04:00:00;0.21;6.67;0.56;9.01;Data er manuelt kontrolleret
28-02-2022 03:30:00;0.2;5.13;0.72;6.23;Data er manuelt kontrolleret
28-02-2022 02:30:00;0.2;5.79;0.32;5.89;Data er manuelt kontrolleret
28-02-2022 02:00:00;0.21;9.16;0.27;10.61;Data er manuelt kontrolleret
28-02-2022 01:30:00;0.21;9.18;0.35;10.92;Data er manuelt kontrolleret
28-02-2022 01:00:00;0.2;10.16;0.32;14.08;Data er manuelt kontrolleret
28-02-2022 00:30:00;0.21;9.18;0.27;11.28;Data er manuelt kontrolleret
28-02-2022 00:00:00;0.2;8.11;0.19;10.54;Data er manuelt kontrolleret
27-02-2022 23:30:00;0.22;10.52;0.21;17.58;Data er manuelt kontrolleret
27-02-2022 23:00:00;0.23;12.32;0.16;20.06;Data er manuelt kontrolleret
27-02-2022 22:30:00;0.23;14.11;0.11;21.36;Data er manuelt kontrolleret
27-02-2022 22:00:00;0.27;18.69;0.21;27.54;Data er manuelt kontrolleret
27-02-2022 21:30:00;0.27;19.85;0.29;35.94;Data er manuelt kontrolleret
27-02-2022 21:00:00;0.34;31.35;0.43;58.14;Data er manuelt kontrolleret
27-02-2022 20:30:00;0.3;26.43;0.29;44.92;Data er manuelt kontrolleret
27-02-2022 20:00:00;0.28;18.19;0.19;33.79;Data er manuelt kontrolleret
27-02-2022 19:30:00;0.33;21.8;0.24;39.28;Data er manuelt kontrolleret
27-02-2022 19:00:00;0.31;27.16;0.29;56.42;Data er manuelt kontrolleret
27-02-2022 18:30:00;0.3;24.44;0.4;51.24;Data er manuelt kontrolleret
27-02-2022 18:00:00;0.35;20.44;0.48;47.97;Data er manuelt kontrolleret
27-02-2022 17:30:00;0.44;22.01;0.67;54.3;Data er manuelt kontrolleret
27-02-2022 17:00:00;0.34;20.27;0.85;47.95;Data er manuelt kontrolleret
27-02-2022 16:30:00;0.34;18.51;0.77;46.09;Data er manuelt kontrolleret
27-02-2022 16:00:00;0.33;18.65;0.64;40.51;Data er manuelt kontrolleret
27-02-2022 15:30:00;0.31;24.27;0.77;48.85;Data er manuelt kontrolleret
27-02-2022 15:00:00;0.35;20.75;0.64;34.81;Data er manuelt kontrolleret
27-02-2022 14:30:00;0.34;25.28;1.09;47.47;Data er manuelt kontrolleret
27-02-2022 14:00:00;0.31;21.69;0.8;38.96;Data er manuelt kontrolleret
27-02-2022 13:30:00;0.34;25.24;1.12;47.93;Data er manuelt kontrolleret
27-02-2022 13:00:00;0.31;22.22;1.3;51.96;Data er manuelt kontrolleret
27-02-2022 12:30:00;0.28;26.85;1.3;54.75;Data er manuelt kontrolleret
27-02-2022 12:00:00;0.29;22.97;1.17;53.51;Data er manuelt kontrolleret
27-02-2022 11:30:00;0.3;22.8;1.14;50.43;Data er manuelt kontrolleret
27-02-2022 11:00:00;0.26;23.18;0.96;44.73;Data er manuelt kontrolleret
27-02-2022 10:30:00;0.28;17.42;0.72;35.15;Data er manuelt kontrolleret
27-02-2022 10:00:00;0.41;21.55;1.04;51.06;Data er manuelt kontrolleret
27-02-2022 09:30:00;0.24;23.96;0.72;41.37;Data er manuelt kontrolleret
27-02-2022 09:00:00;0.27;25.28;0.56;42.34;Data er manuelt kontrolleret
27-02-2022 08:30:00;0.23;25.82;0.45;45;Data er manuelt kontrolleret
27-02-2022 08:00:00;0.23;26.39;0.24;36.15;Data er manuelt kontrolleret
27-02-2022 07:30:00;0.24;25.03;0.35;35.17;Data er manuelt kontrolleret
27-02-2022 07:00:00;0.26;43.64;0.56;52.61;Data er manuelt kontrolleret
27-02-2022 06:30:00;0.24;32.42;0.45;43.87;Data er manuelt kontrolleret
27-02-2022 06:00:00;0.23;29.38;0.43;41.29;Data er manuelt kontrolleret
27-02-2022 05:30:00;0.26;13.58;0.21;18.8;Data er manuelt kontrolleret
27-02-2022 05:00:00;0.24;16.77;0.24;23.64;Data er manuelt kontrolleret
27-02-2022 04:30:00;0.23;19.3;0.29;28.76;Data er manuelt kontrolleret
27-02-2022 03:30:00;0.23;16.62;0.13;21.82;Data er manuelt kontrolleret
27-02-2022 03:00:00;0.23;20.79;0.24;29.99;Data er manuelt kontrolleret
27-02-2022 02:30:00;0.26;25;0.56;56.57;Data er manuelt kontrolleret
27-02-2022 02:00:00;0.27;22.89;0.19;30.41;Data er manuelt kontrolleret
27-02-2022 01:30:00;0.27;17.86;0.13;34.27;Data er manuelt kontrolleret
27-02-2022 01:00:00;0.27;28;0;35.73;Data er manuelt kontrolleret
27-02-2022 00:30:00;0.34;32.32;0.77;70.4;Data er manuelt kontrolleret
27-02-2022 00:00:00;0.31;27.79;0.37;50.2;Data er manuelt kontrolleret
26-02-2022 23:30:00;0.3;26.26;0;36.3;Data er manuelt kontrolleret
26-02-2022 23:00:00;0.35;34.56;0.24;71.28;Data er manuelt kontrolleret
26-02-2022 22:30:00;0.3;22.59;0;40.72;Data er manuelt kontrolleret
26-02-2022 22:00:00;0.37;39.68;0.35;71.95;Data er manuelt kontrolleret
26-02-2022 21:30:00;0.42;36.61;0.82;87.4;Data er manuelt kontrolleret
26-02-2022 21:00:00;0.43;63.28;0.85;121.37;Data er manuelt kontrolleret
26-02-2022 20:30:00;0.57;46.19;1.41;130.36;Data er manuelt kontrolleret
26-02-2022 20:00:00;0.45;66.08;0.56;111.79;Data er manuelt kontrolleret
26-02-2022 19:30:00;0.55;73.34;1.17;143.99;Data er manuelt kontrolleret
26-02-2022 19:00:00;0.71;88.19;2.16;220.49;Data er manuelt kontrolleret
26-02-2022 18:30:00;0.64;78.22;1.89;186.35;Data er manuelt kontrolleret
26-02-2022 18:00:00;0.57;82.52;1.49;167.02;Data er manuelt kontrolleret
26-02-2022 17:30:00;0.42;49;0.59;84.8;Data er manuelt kontrolleret
26-02-2022 17:00:00;0.37;25.67;0.27;39.67;Data er manuelt kontrolleret
26-02-2022 16:30:00;0.31;22.64;0.19;34.46;Data er manuelt kontrolleret
26-02-2022 16:00:00;0.27;18.36;0.29;27.1;Data er manuelt kontrolleret
26-02-2022 15:30:00;0.28;22.84;0.27;34.98;Data er manuelt kontrolleret
26-02-2022 15:00:00;0.28;21.53;0.51;33.3;Data er manuelt kontrolleret
26-02-2022 14:30:00;0.24;13.69;0.48;20.96;Data er manuelt kontrolleret
26-02-2022 14:00:00;0.24;11.53;0.59;20.33;Data er manuelt kontrolleret
26-02-2022 13:30:00;0.21;14.76;0.72;22.99;Data er manuelt kontrolleret
26-02-2022 13:00:00;0.24;16.91;0.72;31;Data er manuelt kontrolleret
26-02-2022 12:30:00;0.22;15.28;0.51;22.62;Data er manuelt kontrolleret
26-02-2022 12:00:00;0.21;14.52;0.51;21.48;Data er manuelt kontrolleret
26-02-2022 11:30:00;0.21;16.33;0.51;25.42;Data er manuelt kontrolleret
26-02-2022 11:00:00;0.21;19.51;0.64;32.19;Data er manuelt kontrolleret
26-02-2022 10:30:00;0.23;23.08;0.82;39.59;Data er manuelt kontrolleret
26-02-2022 10:00:00;0.24;23.87;0.59;46.65;Data er manuelt kontrolleret
26-02-2022 09:30:00;0.4;49;1.33;110.27;Data er manuelt kontrolleret
26-02-2022 09:00:00;0.34;50.76;1.78;137.11;Data er manuelt kontrolleret
26-02-2022 08:30:00;0.28;42.61;0.96;89.41;Data er manuelt kontrolleret
26-02-2022 08:00:00;0.27;48.81;1.25;110.22;Data er manuelt kontrolleret
26-02-2022 07:30:00;0.27;49.19;1.22;108.53;Data er manuelt kontrolleret
26-02-2022 07:00:00;0.29;43.51;0.75;77.63;Data er manuelt kontrolleret
26-02-2022 06:30:00;0.3;49.61;0.9;96.79;Data er manuelt kontrolleret
26-02-2022 05:30:00;0.23;35;0;49.9;Data er manuelt kontrolleret
26-02-2022 05:00:00;0.22;39.49;0.19;74.2;Data er manuelt kontrolleret
26-02-2022 04:30:00;0.3;50.28;0.08;88.07;Data er manuelt kontrolleret
26-02-2022 04:00:00;0.35;49.57;0.59;106.43;Data er manuelt kontrolleret
26-02-2022 03:30:00;0.35;34.77;1.22;133.8;Data er manuelt kontrolleret
26-02-2022 03:00:00;0.3;36.36;0.21;73.63;Data er manuelt kontrolleret
26-02-2022 02:30:00;0.3;39.09;0.05;66.06;Data er manuelt kontrolleret
26-02-2022 02:00:00;0.23;16.1;0;19.89;Data er manuelt kontrolleret
26-02-2022 01:30:00;0.21;9.47;0;11.93;Data er manuelt kontrolleret
26-02-2022 01:00:00;0.21;13.29;0;16.01;Data er manuelt kontrolleret
26-02-2022 00:30:00;0.23;16.83;0;23.18;Data er manuelt kontrolleret
26-02-2022 00:00:00;0.3;25.24;0;55.31;Data er manuelt kontrolleret
25-02-2022 23:30:00;0.35;38.27;0;72.68;Data er manuelt kontrolleret
25-02-2022 23:00:00;0.34;33.26;0;55.42;Data er manuelt kontrolleret
25-02-2022 22:30:00;0.27;25.74;0;35.55;Data er manuelt kontrolleret
25-02-2022 22:00:00;0.29;29.72;0;42.73;Data er manuelt kontrolleret
25-02-2022 21:30:00;0.24;18.91;0;26.51;Data er manuelt kontrolleret
25-02-2022 21:00:00;0.23;19.76;0;26.83;Data er manuelt kontrolleret
25-02-2022 20:30:00;0.23;13.29;0;17.52;Data er manuelt kontrolleret
25-02-2022 20:00:00;0.24;17.84;0;23.05;Data er manuelt kontrolleret
25-02-2022 19:30:00;0.24;14.86;0;20.73;Data er manuelt kontrolleret
25-02-2022 19:00:00;0.24;12.89;0;17.35;Data er manuelt kontrolleret
25-02-2022 18:30:00;0.26;15.78;0;20.43;Data er manuelt kontrolleret
25-02-2022 18:00:00;0.26;26.93;0.13;42.29;Data er manuelt kontrolleret
25-02-2022 17:30:00;0.23;15.8;0;22.87;Data er manuelt kontrolleret
25-02-2022 17:00:00;0.23;10.35;0;15.15;Data er manuelt kontrolleret
25-02-2022 16:30:00;0.23;12.43;0;21.86;Data er manuelt kontrolleret
25-02-2022 16:00:00;0.23;11.42;0;19.39;Data er manuelt kontrolleret
25-02-2022 15:30:00;0.23;12.24;0.03;19.74;Data er manuelt kontrolleret
25-02-2022 15:00:00;0.23;14.1;0.11;25.84;Data er manuelt kontrolleret
25-02-2022 14:30:00;0.23;11.59;0.11;19.68;Data er manuelt kontrolleret
25-02-2022 14:00:00;0.23;10.06;0.19;16.93;Data er manuelt kontrolleret
25-02-2022 13:30:00;0.21;9.18;0.21;14.65;Data er manuelt kontrolleret
25-02-2022 13:00:00;0.2;6.54;0.16;11.19;Data er manuelt kontrolleret
25-02-2022 12:30:00;0.21;7.98;0.21;12.79;Data er manuelt kontrolleret
25-02-2022 12:00:00;0.2;8.63;0.29;13.54;Data er manuelt kontrolleret
25-02-2022 11:30:00;0.17;6.98;0.21;10.92;Data er manuelt kontrolleret
25-02-2022 11:00:00;0.19;8.55;0.21;14.44;Data er manuelt kontrolleret
25-02-2022 10:30:00;0.17;8.19;0.05;12.76;Data er manuelt kontrolleret
25-02-2022 10:00:00;0.19;10.27;0;15.26;Data er manuelt kontrolleret
25-02-2022 09:30:00;0.2;9.12;0;14.06;Data er manuelt kontrolleret
25-02-2022 09:00:00;0.19;16.14;0.32;35.34;Data er manuelt kontrolleret
25-02-2022 08:30:00;0.21;14.76;0.4;26.28;Data er manuelt kontrolleret
25-02-2022 08:00:00;0.22;16.81;0.61;54.47;Data er manuelt kontrolleret
25-02-2022 07:30:00;0.24;25.7;0.51;44.98;Data er manuelt kontrolleret
25-02-2022 07:00:00;0.23;18.93;0.48;30.45;Data er manuelt kontrolleret
25-02-2022 06:30:00;0.22;18.82;0.37;27.12;Data er manuelt kontrolleret
25-02-2022 06:00:00;0.22;15.55;0.43;26.83;Data er manuelt kontrolleret
25-02-2022 05:30:00;0.2;9.47;0.35;14.19;Data er manuelt kontrolleret
25-02-2022 04:30:00;0.17;4.53;0.19;5.51;Data er manuelt kontrolleret
25-02-2022 04:00:00;0.09;3.6;0.72;4.86;Data er manuelt kontrolleret
25-02-2022 03:30:00;0.09;1.51;0.72;2.47;Data er manuelt kontrolleret
25-02-2022 03:00:00;0.09;1.74;0.61;3.06;Data er manuelt kontrolleret
25-02-2022 02:30:00;0.1;2.05;0.77;3.69;Data er manuelt kontrolleret
25-02-2022 02:00:00;0.1;2.1;0.64;2.79;Data er manuelt kontrolleret
25-02-2022 01:30:00;0.1;2.96;0.64;4.32;Data er manuelt kontrolleret
25-02-2022 01:00:00;0.1;1.2;0.59;1.72;Data er manuelt kontrolleret
25-02-2022 00:30:00;0.1;2.93;0.67;6.08;Data er manuelt kontrolleret
25-02-2022 00:00:00;0.12;2.43;0.72;3.96;Data er manuelt kontrolleret
24-02-2022 23:30:00;0.12;3.54;0.67;6.31;Data er manuelt kontrolleret
24-02-2022 23:00:00;0.12;4.76;0.61;7.98;Data er manuelt kontrolleret
24-02-2022 22:30:00;0.12;7.04;0.67;10.38;Data er manuelt kontrolleret
24-02-2022 22:00:00;0.14;7.8;0.75;12.01;Data er manuelt kontrolleret
24-02-2022 21:30:00;0.13;11.11;0.77;15.51;Data er manuelt kontrolleret
24-02-2022 21:00:00;0.15;8.66;0.75;13.58;Data er manuelt kontrolleret
24-02-2022 20:30:00;0.14;7.96;0.51;11.72;Data er manuelt kontrolleret
24-02-2022 20:00:00;0.14;11.32;0.56;15.72;Data er manuelt kontrolleret
24-02-2022 19:30:00;0.14;9.45;0.61;14.82;Data er manuelt kontrolleret
24-02-2022 19:00:00;0.15;11.21;0.61;15.91;Data er manuelt kontrolleret
24-02-2022 18:30:00;0.15;8.74;0.98;12.34;Data er manuelt kontrolleret
24-02-2022 18:00:00;0.16;11.15;0.64;15.8;Data er manuelt kontrolleret
24-02-2022 17:30:00;0.17;11.69;0.8;17.35;Data er manuelt kontrolleret
24-02-2022 17:00:00;0.17;17.14;0.64;24.5;Data er manuelt kontrolleret
24-02-2022 16:30:00;0.2;23.62;0.59;38.75;Data er manuelt kontrolleret
24-02-2022 16:00:00;0.23;23.12;0.61;36.41;Data er manuelt kontrolleret
24-02-2022 15:30:00;0.28;45.02;0.88;68.41;Data er manuelt kontrolleret
24-02-2022 15:00:00;0.33;63.97;1.12;97.79;Data er manuelt kontrolleret
24-02-2022 14:30:00;0.24;34.62;0.75;58.98;Data er manuelt kontrolleret
24-02-2022 14:00:00;0.19;14.96;0.48;23.98;Data er manuelt kontrolleret
24-02-2022 13:30:00;0.15;6.87;0.61;11.19;Data er manuelt kontrolleret
24-02-2022 13:00:00;0.16;10.56;0.59;16.47;Data er manuelt kontrolleret
24-02-2022 12:30:00;0.16;11.86;0.48;18.55;Data er manuelt kontrolleret
24-02-2022 12:00:00;0.15;8.17;0.45;13.44;Data er manuelt kontrolleret
24-02-2022 11:30:00;0.17;7.06;0.37;11.46;Data er manuelt kontrolleret
24-02-2022 11:00:00;0.15;8.26;0.35;13.98;Data er manuelt kontrolleret
24-02-2022 10:30:00;0.16;10.12;0.4;18.78;Data er manuelt kontrolleret
24-02-2022 10:00:00;0.16;12.87;0.45;23.29;Data er manuelt kontrolleret
24-02-2022 09:30:00;0.21;20.96;0.67;41.81;Data er manuelt kontrolleret
24-02-2022 09:00:00;0.2;24.81;0.51;39.47;Data er manuelt kontrolleret
24-02-2022 08:30:00;0.21;34.67;0.56;50.97;Data er manuelt kontrolleret
24-02-2022 08:00:00;0.26;38.5;0.64;63.17;Data er manuelt kontrolleret
24-02-2022 07:30:00;0.31;42.48;0.56;67.76;Data er manuelt kontrolleret
24-02-2022 07:00:00;0.28;41.88;0.67;68.93;Data er manuelt kontrolleret
24-02-2022 06:30:00;0.31;48.35;0.59;78.13;Data er manuelt kontrolleret
24-02-2022 06:00:00;0.21;13.83;0.11;18.51;Data er manuelt kontrolleret
24-02-2022 05:30:00;0.17;11.38;0.27;14.99;Data er manuelt kontrolleret
24-02-2022 05:00:00;0.15;4.86;0.29;6.22;Data er manuelt kontrolleret
24-02-2022 04:30:00;0.15;4.76;0.27;4.95;Data er manuelt kontrolleret
24-02-2022 03:30:00;0.19;3.4;0.19;3.63;Data er manuelt kontrolleret
24-02-2022 03:00:00;0.19;3.65;0.08;3.39;Data er manuelt kontrolleret
24-02-2022 02:30:00;0.17;3.65;0.21;3.48;Data er manuelt kontrolleret
24-02-2022 02:00:00;0.17;3.84;0.19;3.9;Data er manuelt kontrolleret
24-02-2022 01:30:00;0.17;3.21;0.13;3.37;Data er manuelt kontrolleret
24-02-2022 01:00:00;0.17;4.3;0.19;4.15;Data er manuelt kontrolleret
24-02-2022 00:30:00;0.17;6.22;0.32;6.98;Data er manuelt kontrolleret
24-02-2022 00:00:00;0.19;5.3;0.27;6.35;Data er manuelt kontrolleret
23-02-2022 23:30:00;0.19;5.41;0.19;6.29;Data er manuelt kontrolleret
23-02-2022 23:00:00;0.19;7.19;0.24;8.41;Data er manuelt kontrolleret
23-02-2022 22:30:00;0.19;6.06;0.27;7.88;Data er manuelt kontrolleret
23-02-2022 22:00:00;0.2;6.73;0.24;8.78;Data er manuelt kontrolleret
23-02-2022 21:30:00;0.21;6.46;0.19;9.87;Data er manuelt kontrolleret
23-02-2022 21:00:00;0.21;6.98;0.21;9.47;Data er manuelt kontrolleret
23-02-2022 20:30:00;0.19;6.58;0.16;10.73;Data er manuelt kontrolleret
23-02-2022 20:00:00;0.2;7.4;0.16;10.42;Data er manuelt kontrolleret
23-02-2022 19:30:00;0.2;8.7;0.05;14.06;Data er manuelt kontrolleret
23-02-2022 19:00:00;0.2;8.66;0.11;13.6;Data er manuelt kontrolleret
23-02-2022 18:30:00;0.21;11.21;0.03;16.56;Data er manuelt kontrolleret
23-02-2022 18:00:00;0.2;11.17;0.03;17.82;Data er manuelt kontrolleret
23-02-2022 17:30:00;0.22;11.57;0.16;20.73;Data er manuelt kontrolleret
23-02-2022 17:00:00;0.21;13.25;0.21;20.54;Data er manuelt kontrolleret
23-02-2022 16:30:00;0.21;13.08;0.21;23.83;Data er manuelt kontrolleret
23-02-2022 16:00:00;0.23;12.72;0.32;20.02;Data er manuelt kontrolleret
23-02-2022 15:30:00;0.21;8.84;0.4;14.13;Data er manuelt kontrolleret
23-02-2022 15:00:00;0.21;10.88;0.48;18.51;Data er manuelt kontrolleret
23-02-2022 14:30:00;0.21;13.79;0.45;24.96;Data er manuelt kontrolleret
23-02-2022 14:00:00;0.2;8.72;0.24;15.43;Data er manuelt kontrolleret
23-02-2022 13:30:00;0.19;8.26;0.35;14.23;Data er manuelt kontrolleret
23-02-2022 13:00:00;0.16;6.08;0.32;10.98;Data er manuelt kontrolleret
23-02-2022 12:30:00;0.17;7.92;0.24;13.52;Data er manuelt kontrolleret
23-02-2022 12:00:00;0.15;5.37;0.16;10.48;Data er manuelt kontrolleret
23-02-2022 11:30:00;0.16;5.6;0.27;10.71;Data er manuelt kontrolleret
23-02-2022 11:00:00;0.16;6.1;0.32;9.89;Data er manuelt kontrolleret
23-02-2022 10:30:00;0.15;7.63;0.32;13.67;Data er manuelt kontrolleret
23-02-2022 10:00:00;0.16;6.71;0.43;11.4;Data er manuelt kontrolleret
23-02-2022 09:30:00;0.16;7.34;0.43;11.67;Data er manuelt kontrolleret
23-02-2022 09:00:00;0.15;10.19;0.37;16.79;Data er manuelt kontrolleret
23-02-2022 08:30:00;0.14;6.81;0.32;10.77;Data er manuelt kontrolleret
23-02-2022 08:00:00;0.15;8.82;0.27;13.64;Data er manuelt kontrolleret
23-02-2022 07:30:00;0.16;7.8;0.35;12.22;Data er manuelt kontrolleret
23-02-2022 07:00:00;0.16;6.85;0.35;11.84;Data er manuelt kontrolleret
23-02-2022 06:30:00;0.17;7;0.27;10.25;Data er manuelt kontrolleret
23-02-2022 05:30:00;0.23;3.81;0.13;6.87;Data er manuelt kontrolleret
23-02-2022 05:00:00;0.23;2.93;0.13;4.26;Data er manuelt kontrolleret
23-02-2022 04:30:00;0.22;1.38;0.11;2.35;Data er manuelt kontrolleret
23-02-2022 04:00:00;0.21;1.2;0.13;1.82;Data er manuelt kontrolleret
23-02-2022 03:30:00;0.22;0.65;0.11;1.38;Data er manuelt kontrolleret
23-02-2022 03:00:00;0.21;0.94;0.05;1.11;Data er manuelt kontrolleret
23-02-2022 02:30:00;0.22;0.54;0;1.63;Data er manuelt kontrolleret
23-02-2022 02:00:00;0.22;0.94;0;1.7;Data er manuelt kontrolleret
23-02-2022 01:30:00;0.22;0.71;0.13;1.64;Data er manuelt kontrolleret
23-02-2022 01:00:00;0.22;1.07;0.13;1.24;Data er manuelt kontrolleret
23-02-2022 00:30:00;0.23;2.03;0.11;3.79;Data er manuelt kontrolleret
23-02-2022 00:00:00;0.22;2.89;0.08;3.6;Data er manuelt kontrolleret
22-02-2022 23:30:00;0.22;2.12;0;3.35;Data er manuelt kontrolleret
22-02-2022 23:00:00;0.24;4.07;0.19;8.03;Data er manuelt kontrolleret
22-02-2022 22:30:00;0.24;2.51;0.13;4.32;Data er manuelt kontrolleret
22-02-2022 22:00:00;0.26;4.07;0.13;6.56;Data er manuelt kontrolleret
22-02-2022 21:30:00;0.27;4.26;0.21;7.48;Data er manuelt kontrolleret
22-02-2022 21:00:00;0.27;3.42;0.13;6.52;Data er manuelt kontrolleret
22-02-2022 20:30:00;0.29;6.04;0.27;9.39;Data er manuelt kontrolleret
22-02-2022 20:00:00;0.37;28.08;0.45;44.43;Data er manuelt kontrolleret
22-02-2022 19:30:00;0.38;36.74;0.64;64.99;Data er manuelt kontrolleret
22-02-2022 19:00:00;0.35;19.81;0.51;46.3;Data er manuelt kontrolleret
22-02-2022 18:30:00;0.37;30.64;0.9;70;Data er manuelt kontrolleret
22-02-2022 18:00:00;0.36;29.07;0.98;72.18;Data er manuelt kontrolleret
22-02-2022 17:30:00;0.38;27.87;0.93;63.07;Data er manuelt kontrolleret
22-02-2022 17:00:00;0.36;33.33;0.9;63.07;Data er manuelt kontrolleret
22-02-2022 16:30:00;0.38;43.91;1.54;105.09;Data er manuelt kontrolleret
22-02-2022 16:00:00;0.4;30.75;0.85;55.63;Data er manuelt kontrolleret
22-02-2022 15:30:00;0.37;22.8;0.64;43.99;Data er manuelt kontrolleret
22-02-2022 15:00:00;0.34;20.64;0.59;34.5;Data er manuelt kontrolleret
22-02-2022 14:30:00;0.35;30.47;0.85;55.77;Data er manuelt kontrolleret
22-02-2022 14:00:00;0.41;31.61;0.93;62.73;Data er manuelt kontrolleret
22-02-2022 13:30:00;0.4;45.54;1.38;86.23;Data er manuelt kontrolleret
22-02-2022 13:00:00;0.36;41.37;1.36;89.56;Data er manuelt kontrolleret
22-02-2022 12:30:00;0.38;48.58;1.41;109.61;Data er manuelt kontrolleret
22-02-2022 12:00:00;0.36;37.06;1.17;79.66;Data er manuelt kontrolleret
22-02-2022 11:30:00;0.31;32.34;0.9;73;Data er manuelt kontrolleret
22-02-2022 11:00:00;0.31;32.21;1.09;76.33;Data er manuelt kontrolleret
22-02-2022 10:30:00;0.33;32.28;1.44;86.02;Data er manuelt kontrolleret
22-02-2022 10:00:00;0.38;57.32;1.49;116.99;Data er manuelt kontrolleret
22-02-2022 09:30:00;0.36;73.33;2.02;170.06;Data er manuelt kontrolleret
22-02-2022 09:00:00;0.38;71.8;2.29;176.37;Data er manuelt kontrolleret
22-02-2022 08:30:00;0.45;78.58;1.62;179.83;Data er manuelt kontrolleret
22-02-2022 08:00:00;0.36;77.36;1.46;159.35;Data er manuelt kontrolleret
22-02-2022 07:30:00;0.57;68.64;1.78;168.26;Data er manuelt kontrolleret
22-02-2022 07:00:00;0.44;65.9;1.81;175.59;Data er manuelt kontrolleret
22-02-2022 06:30:00;0.29;33.3;0.45;59.65;Data er manuelt kontrolleret
22-02-2022 06:00:00;0.23;19.87;0.32;32.57;Data er manuelt kontrolleret
22-02-2022 05:30:00;0.2;12.07;0.16;14.96;Data er manuelt kontrolleret
22-02-2022 04:30:00;0.19;5.68;0.19;8.38;Data er manuelt kontrolleret
22-02-2022 04:00:00;0.1;3.77;0;5.22;Data er manuelt kontrolleret
22-02-2022 03:30:00;0.1;3.37;0;4.55;Data er manuelt kontrolleret
22-02-2022 03:00:00;0.1;3.35;0;4.4;Data er manuelt kontrolleret
22-02-2022 02:30:00;0.13;3.06;0;4.19;Data er manuelt kontrolleret
22-02-2022 02:00:00;0.14;3.39;0;4.42;Data er manuelt kontrolleret
22-02-2022 01:30:00;0.13;3.17;0;3.46;Data er manuelt kontrolleret
22-02-2022 01:00:00;0.13;3.71;0;4.36;Data er manuelt kontrolleret
22-02-2022 00:30:00;0.12;4.97;0;6.12;Data er manuelt kontrolleret
22-02-2022 00:00:00;0.13;5.11;0;6.66;Data er manuelt kontrolleret
