Data opsamlet af Aarhus Universitet. Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>. NOx: Kvælstofoxider µg/m<sup>3</sup>. O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;NOx;NO2;O3;PM_2.5_Lvs;comment
18-08-2020 05:30:00;40.97;37.57;36.2;;Data er manuelt kontrolleret
18-08-2020 05:00:00;24.9;24.24;48.97;;Data er manuelt kontrolleret
18-08-2020 04:30:00;17.98;17.62;57.45;;Data er manuelt kontrolleret
18-08-2020 04:00:00;14.35;14.37;61.95;;Data er manuelt kontrolleret
18-08-2020 03:30:00;12.68;12.53;64.09;;Data er manuelt kontrolleret
18-08-2020 03:00:00;11.55;11.48;;;Data er manuelt kontrolleret
18-08-2020 02:30:00;9.74;9.63;69.98;;Data er manuelt kontrolleret
18-08-2020 02:00:00;9.93;9.82;74.58;;Data er manuelt kontrolleret
18-08-2020 01:30:00;9.35;9.24;78.26;;Data er manuelt kontrolleret
18-08-2020 01:00:00;10.35;10.12;83.56;;Data er manuelt kontrolleret
18-08-2020 00:30:00;8.87;9.15;87.01;;Data er manuelt kontrolleret
18-08-2020 00:00:00;9.07;8.99;90.52;13.86;Data er manuelt kontrolleret
17-08-2020 23:30:00;6.71;6.72;102.63;;Data er manuelt kontrolleret
17-08-2020 23:00:00;8.24;8.25;101.87;;Data er manuelt kontrolleret
17-08-2020 22:30:00;7.11;7.08;105.28;;Data er manuelt kontrolleret
17-08-2020 22:00:00;6.94;7.18;110.62;;Data er manuelt kontrolleret
17-08-2020 21:30:00;7.69;8.08;115.81;;Data er manuelt kontrolleret
17-08-2020 21:00:00;10.67;10.85;113.27;;Data er manuelt kontrolleret
17-08-2020 20:30:00;14.63;14.67;110.36;;Data er manuelt kontrolleret
17-08-2020 20:00:00;13.18;13.09;111.57;;Data er manuelt kontrolleret
17-08-2020 19:30:00;12.11;11.77;111.43;;Data er manuelt kontrolleret
17-08-2020 19:00:00;14.54;14.25;108.2;;Data er manuelt kontrolleret
17-08-2020 18:30:00;17.67;15.42;104.81;;Data er manuelt kontrolleret
17-08-2020 18:00:00;10.17;9.37;110.46;;Data er manuelt kontrolleret
17-08-2020 17:30:00;7.92;7.19;114.11;;Data er manuelt kontrolleret
17-08-2020 17:00:00;12.37;11.27;111.45;;Data er manuelt kontrolleret
17-08-2020 16:30:00;14;12.2;110.34;;Data er manuelt kontrolleret
17-08-2020 16:00:00;10.27;9.45;111.57;;Data er manuelt kontrolleret
17-08-2020 15:30:00;10.08;8.99;112.24;;Data er manuelt kontrolleret
17-08-2020 15:00:00;13.64;11.51;113.41;;Data er manuelt kontrolleret
17-08-2020 14:30:00;14.42;12.07;112.78;;Data er manuelt kontrolleret
17-08-2020 14:00:00;15.63;12.99;111.45;;Data er manuelt kontrolleret
17-08-2020 13:30:00;14.63;12.39;115.53;;Data er manuelt kontrolleret
17-08-2020 13:00:00;14.27;12.13;120.63;;Data er manuelt kontrolleret
17-08-2020 12:30:00;16.5;13.35;123.01;;Data er manuelt kontrolleret
17-08-2020 12:00:00;16.12;13.37;123.56;;Data er manuelt kontrolleret
17-08-2020 11:30:00;13.87;11.61;125.29;;Data er manuelt kontrolleret
17-08-2020 11:00:00;11.7;10.44;126.2;;Data er manuelt kontrolleret
17-08-2020 10:30:00;13.37;11.48;125.74;;Data er manuelt kontrolleret
17-08-2020 10:00:00;18.19;15.72;120.27;;Data er manuelt kontrolleret
17-08-2020 09:30:00;15.89;13.71;118.45;;Data er manuelt kontrolleret
17-08-2020 09:00:00;20.73;17.73;102.29;;Data er manuelt kontrolleret
17-08-2020 08:30:00;30.89;24.78;82.43;;Data er manuelt kontrolleret
17-08-2020 08:00:00;37.2;29.92;75.77;;Data er manuelt kontrolleret
17-08-2020 07:30:00;38.8;32.51;69.29;;Data er manuelt kontrolleret
17-08-2020 07:00:00;55.52;45.47;46.07;;Data er manuelt kontrolleret
17-08-2020 06:30:00;57.7;47.06;36.9;;Data er manuelt kontrolleret
17-08-2020 06:00:00;39.28;34.96;50.2;;Data er manuelt kontrolleret
17-08-2020 05:30:00;33.43;31.42;49.32;;Data er manuelt kontrolleret
17-08-2020 04:30:00;15.97;15.82;57.97;;Data er manuelt kontrolleret
17-08-2020 04:00:00;11.13;11.19;67.88;;Data er manuelt kontrolleret
17-08-2020 03:30:00;11.19;11.34;67.62;;Data er manuelt kontrolleret
17-08-2020 03:00:00;10.02;10.14;70.91;;Data er manuelt kontrolleret
17-08-2020 02:30:00;10.54;10.58;74.52;;Data er manuelt kontrolleret
17-08-2020 02:00:00;11.48;11.46;;;Data er manuelt kontrolleret
17-08-2020 01:30:00;9.52;9.45;75.73;;Data er manuelt kontrolleret
17-08-2020 01:00:00;8.24;8.13;81.8;;Data er manuelt kontrolleret
17-08-2020 00:30:00;8.16;8.25;80.55;;Data er manuelt kontrolleret
17-08-2020 00:00:00;8.22;8.08;81.6;12.94;Data er manuelt kontrolleret
16-08-2020 23:30:00;9.3;9.44;85.05;;Data er manuelt kontrolleret
16-08-2020 23:00:00;9.48;9.4;96.84;;Data er manuelt kontrolleret
16-08-2020 22:30:00;10.3;10.1;102.63;;Data er manuelt kontrolleret
16-08-2020 22:00:00;12.86;12.91;106.66;;Data er manuelt kontrolleret
16-08-2020 21:30:00;14.75;14.5;106.38;;Data er manuelt kontrolleret
16-08-2020 21:00:00;15.46;15.21;112.44;;Data er manuelt kontrolleret
16-08-2020 20:30:00;17.52;17.58;114.34;;Data er manuelt kontrolleret
16-08-2020 20:00:00;16.56;16.66;119.52;;Data er manuelt kontrolleret
16-08-2020 19:30:00;11.94;12.03;129.44;;Data er manuelt kontrolleret
16-08-2020 19:00:00;10.03;9.97;133.57;;Data er manuelt kontrolleret
16-08-2020 18:30:00;9.32;8.88;132.74;;Data er manuelt kontrolleret
16-08-2020 18:00:00;11.54;11;127.68;;Data er manuelt kontrolleret
16-08-2020 17:30:00;10.34;9.74;129.21;;Data er manuelt kontrolleret
16-08-2020 17:00:00;8.85;8.25;130.14;;Data er manuelt kontrolleret
16-08-2020 16:30:00;8.14;7.43;131.73;;Data er manuelt kontrolleret
16-08-2020 16:00:00;9.11;8.11;129.37;;Data er manuelt kontrolleret
16-08-2020 15:30:00;7.7;7.04;129.19;;Data er manuelt kontrolleret
16-08-2020 15:00:00;6.99;6.38;133.21;;Data er manuelt kontrolleret
16-08-2020 14:30:00;7.95;7.2;130.69;;Data er manuelt kontrolleret
16-08-2020 14:00:00;7.22;6.43;130.1;;Data er manuelt kontrolleret
16-08-2020 13:30:00;8.16;7.25;119.32;;Data er manuelt kontrolleret
16-08-2020 13:00:00;9.95;8.71;109.09;;Data er manuelt kontrolleret
16-08-2020 12:30:00;7.8;6.85;118.89;;Data er manuelt kontrolleret
16-08-2020 12:00:00;7.57;6.72;120.65;;Data er manuelt kontrolleret
16-08-2020 11:30:00;6.04;5.61;117.24;;Data er manuelt kontrolleret
16-08-2020 11:00:00;6.71;5.63;110.83;;Data er manuelt kontrolleret
16-08-2020 10:30:00;7.89;6.47;96.68;;Data er manuelt kontrolleret
16-08-2020 10:00:00;12.07;9.31;79.38;;Data er manuelt kontrolleret
16-08-2020 09:30:00;14.25;10.92;61.84;;Data er manuelt kontrolleret
16-08-2020 09:00:00;12.48;9.6;63.41;;Data er manuelt kontrolleret
16-08-2020 08:30:00;12.32;9.1;43.76;;Data er manuelt kontrolleret
16-08-2020 08:00:00;13.81;10.07;41.56;;Data er manuelt kontrolleret
16-08-2020 07:30:00;13.45;9.81;35.8;;Data er manuelt kontrolleret
16-08-2020 07:00:00;16.05;12.02;29.87;;Data er manuelt kontrolleret
16-08-2020 06:30:00;14.39;11.32;28.54;;Data er manuelt kontrolleret
16-08-2020 06:00:00;21.8;17.45;22.67;;Data er manuelt kontrolleret
16-08-2020 05:30:00;23.31;21.37;28.16;;Data er manuelt kontrolleret
16-08-2020 05:00:00;12.32;11.97;44.08;;Data er manuelt kontrolleret
16-08-2020 04:30:00;11.52;11.42;41.44;;Data er manuelt kontrolleret
16-08-2020 03:30:00;25.96;25.9;26.22;;Data er manuelt kontrolleret
16-08-2020 03:00:00;22.56;22.1;30.41;;Data er manuelt kontrolleret
16-08-2020 02:30:00;19.55;18.89;31.48;;Data er manuelt kontrolleret
16-08-2020 02:00:00;27.51;26.53;20.88;;Data er manuelt kontrolleret
16-08-2020 01:30:00;16.58;16.4;38.28;;Data er manuelt kontrolleret
16-08-2020 01:00:00;17.35;17.17;;;Data er manuelt kontrolleret
16-08-2020 00:30:00;21.99;21.35;31.62;;Data er manuelt kontrolleret
16-08-2020 00:00:00;14.14;14;58.84;11.95;Data er manuelt kontrolleret
15-08-2020 23:30:00;14.71;14.51;63.76;;Data er manuelt kontrolleret
15-08-2020 23:00:00;12.93;12.7;70.03;;Data er manuelt kontrolleret
15-08-2020 22:30:00;15.67;15.66;65.89;;Data er manuelt kontrolleret
15-08-2020 22:00:00;17.52;17.38;61.46;;Data er manuelt kontrolleret
15-08-2020 21:30:00;13.6;13.63;57.77;;Data er manuelt kontrolleret
15-08-2020 21:00:00;7.66;7.71;68.19;;Data er manuelt kontrolleret
15-08-2020 20:30:00;9.65;9.83;68.41;;Data er manuelt kontrolleret
15-08-2020 20:00:00;7.89;7.65;72.77;;Data er manuelt kontrolleret
15-08-2020 19:30:00;7.87;7.73;74.8;;Data er manuelt kontrolleret
15-08-2020 19:00:00;6.29;6.26;79.22;;Data er manuelt kontrolleret
15-08-2020 18:30:00;5.6;5.42;83.15;;Data er manuelt kontrolleret
15-08-2020 18:00:00;5.46;5.42;82.22;;Data er manuelt kontrolleret
15-08-2020 17:30:00;5.58;4.97;82.3;;Data er manuelt kontrolleret
15-08-2020 17:00:00;8.58;7.46;83.41;;Data er manuelt kontrolleret
15-08-2020 16:30:00;7.55;6.48;86.21;;Data er manuelt kontrolleret
15-08-2020 16:00:00;7.36;6.44;88.63;;Data er manuelt kontrolleret
15-08-2020 15:30:00;5.79;5.32;103.77;;Data er manuelt kontrolleret
15-08-2020 15:00:00;5.75;5.41;101.29;;Data er manuelt kontrolleret
15-08-2020 14:30:00;8.22;7.07;95.34;;Data er manuelt kontrolleret
15-08-2020 14:00:00;7.3;6.56;92.54;;Data er manuelt kontrolleret
15-08-2020 13:30:00;9.44;7.59;89.54;;Data er manuelt kontrolleret
15-08-2020 13:00:00;11.58;9.35;84.58;;Data er manuelt kontrolleret
15-08-2020 12:30:00;10.34;8.2;84.68;;Data er manuelt kontrolleret
15-08-2020 12:00:00;13.28;10.32;80;;Data er manuelt kontrolleret
15-08-2020 11:30:00;9.67;7.65;79.5;;Data er manuelt kontrolleret
15-08-2020 11:00:00;10.18;7.95;77.68;;Data er manuelt kontrolleret
15-08-2020 10:30:00;11.6;8.81;75.77;;Data er manuelt kontrolleret
15-08-2020 10:00:00;6.65;5.28;79.48;;Data er manuelt kontrolleret
15-08-2020 09:30:00;5.43;4.67;81.19;;Data er manuelt kontrolleret
15-08-2020 09:00:00;5.66;4.65;79.02;;Data er manuelt kontrolleret
15-08-2020 08:30:00;6.21;4.97;76.54;;Data er manuelt kontrolleret
15-08-2020 08:00:00;5.39;4.69;75.19;;Data er manuelt kontrolleret
15-08-2020 07:30:00;3.27;2.97;79.08;;Data er manuelt kontrolleret
15-08-2020 07:00:00;3.42;3.2;78.79;;Data er manuelt kontrolleret
15-08-2020 06:30:00;2.06;2.01;83.09;;Data er manuelt kontrolleret
15-08-2020 05:30:00;2.46;2.41;82.48;;Data er manuelt kontrolleret
15-08-2020 05:00:00;1.99;1.94;83.87;;Data er manuelt kontrolleret
15-08-2020 04:30:00;1.87;2.13;85.02;;Data er manuelt kontrolleret
15-08-2020 04:00:00;3.63;3.73;81.6;;Data er manuelt kontrolleret
15-08-2020 03:30:00;3.73;3.35;84.26;;Data er manuelt kontrolleret
15-08-2020 03:00:00;3.19;3;;;Data er manuelt kontrolleret
15-08-2020 02:30:00;2.54;2.35;86.96;;Data er manuelt kontrolleret
15-08-2020 02:00:00;2.39;2.39;88.65;;Data er manuelt kontrolleret
15-08-2020 01:30:00;2.29;2.51;89.94;;Data er manuelt kontrolleret
15-08-2020 01:00:00;2.35;2.49;91.43;;Data er manuelt kontrolleret
15-08-2020 00:30:00;2.16;2.28;95.42;;Data er manuelt kontrolleret
15-08-2020 00:00:00;2.66;2.51;94.62;9.54;Data er manuelt kontrolleret
14-08-2020 23:30:00;2.79;2.95;95.1;;Data er manuelt kontrolleret
14-08-2020 23:00:00;3.55;3.6;95.95;;Data er manuelt kontrolleret
14-08-2020 22:30:00;4.03;4.05;98.25;;Data er manuelt kontrolleret
14-08-2020 22:00:00;4.41;4.91;100.44;;Data er manuelt kontrolleret
14-08-2020 21:30:00;5.71;5.66;104.01;;Data er manuelt kontrolleret
14-08-2020 21:00:00;6.69;6.48;98.83;;Data er manuelt kontrolleret
14-08-2020 20:30:00;7.22;7.3;97.32;;Data er manuelt kontrolleret
14-08-2020 20:00:00;9.13;8.79;95.61;;Data er manuelt kontrolleret
14-08-2020 19:30:00;8.14;7.89;99.26;;Data er manuelt kontrolleret
14-08-2020 19:00:00;8.75;8.64;99.03;;Data er manuelt kontrolleret
14-08-2020 18:30:00;7.41;7.4;100.85;;Data er manuelt kontrolleret
14-08-2020 18:00:00;8.33;7.85;101.17;;Data er manuelt kontrolleret
14-08-2020 17:30:00;8.77;8.01;102.06;;Data er manuelt kontrolleret
14-08-2020 17:00:00;9.23;8.27;100.48;;Data er manuelt kontrolleret
14-08-2020 16:30:00;8.96;8.18;101.15;;Data er manuelt kontrolleret
14-08-2020 16:00:00;8.92;7.91;102.18;;Data er manuelt kontrolleret
14-08-2020 15:30:00;7.95;7.26;103.89;;Data er manuelt kontrolleret
