Data opsamlet af Aarhus Universitet, Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>, NOx: Kvælstofoxider µg/m<sup>3</sup>, O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;NOx;CO;SO2;PM_2.5_Lvs;NO2;comment
08-10-2020 02:00:00;4,05;0,2;-0,19;;2,67;Data er manuelt kontrolleret
08-10-2020 01:30:00;4,86;0,18;-0,11;;2,71;Data er manuelt kontrolleret
08-10-2020 01:00:00;6,93;0,21;0;;4,27;Data er manuelt kontrolleret
08-10-2020 00:30:00;9,32;0,21;0,05;;4,82;Data er manuelt kontrolleret
08-10-2020 00:00:00;4,39;0,21;-0,11;5,2;3,62;Data er manuelt kontrolleret
07-10-2020 23:30:00;8,01;0,22;-0,11;;4,81;Data er manuelt kontrolleret
07-10-2020 23:00:00;6,89;0,22;-0,08;;4,49;Data er manuelt kontrolleret
07-10-2020 22:30:00;8,63;0,21;-0,11;;5,58;Data er manuelt kontrolleret
07-10-2020 22:00:00;11,46;0,24;-0,06;;7,35;Data er manuelt kontrolleret
07-10-2020 21:30:00;14,3;0,23;0,02;;8,98;Data er manuelt kontrolleret
07-10-2020 21:00:00;20,69;0,26;0,1;;12,45;Data er manuelt kontrolleret
07-10-2020 20:30:00;15,3;0,26;0,05;;10,15;Data er manuelt kontrolleret
07-10-2020 20:00:00;22,48;0,27;0,02;;14,98;Data er manuelt kontrolleret
07-10-2020 19:30:00;19,11;0,28;0,02;;12,7;Data er manuelt kontrolleret
07-10-2020 19:00:00;34,21;0,34;0,18;;21,13;Data er manuelt kontrolleret
07-10-2020 18:30:00;43,11;0,42;0,37;;27,36;Data er manuelt kontrolleret
07-10-2020 18:00:00;54,03;0,34;0,35;;33,86;Data er manuelt kontrolleret
07-10-2020 17:30:00;36,29;0,3;0,4;;24,67;Data er manuelt kontrolleret
07-10-2020 17:00:00;21,73;0,28;0,13;;15,32;Data er manuelt kontrolleret
07-10-2020 16:30:00;33,01;0,36;0,16;;21,9;Data er manuelt kontrolleret
07-10-2020 16:00:00;40,26;0,38;0,24;;23,69;Data er manuelt kontrolleret
07-10-2020 15:30:00;29,35;0,28;0,24;;19,2;Data er manuelt kontrolleret
07-10-2020 15:00:00;15,39;0,28;0,11;;9,46;Data er manuelt kontrolleret
07-10-2020 14:30:00;21,17;0,27;0,29;;11,9;Data er manuelt kontrolleret
07-10-2020 14:00:00;23,54;0,29;0,24;;14,25;Data er manuelt kontrolleret
07-10-2020 13:30:00;38,94;0,32;0,45;;21,63;Data er manuelt kontrolleret
07-10-2020 13:00:00;35,71;0,31;0,45;;18,23;Data er manuelt kontrolleret
07-10-2020 12:30:00;39,23;0,29;0,56;;20,26;Data er manuelt kontrolleret
07-10-2020 12:00:00;26,9;0,29;0,35;;14,27;Data er manuelt kontrolleret
07-10-2020 11:30:00;37,92;0,29;0,51;;17,56;Data er manuelt kontrolleret
07-10-2020 11:00:00;26,38;0,27;0,43;;14,01;Data er manuelt kontrolleret
07-10-2020 10:30:00;41,8;0,28;0,61;;18,82;Data er manuelt kontrolleret
07-10-2020 10:00:00;44,08;0,29;0,69;;22,06;Data er manuelt kontrolleret
07-10-2020 09:30:00;51,99;0,3;0,88;;25,27;Data er manuelt kontrolleret
07-10-2020 09:00:00;51,38;0,28;0,72;;24,89;Data er manuelt kontrolleret
07-10-2020 08:30:00;;0,39;1,86;;;Data er manuelt kontrolleret
07-10-2020 00:00:00;;;;8,45;;Data er manuelt kontrolleret
06-10-2020 15:00:00;48,28;0,34;0,78;;20,96;Data er manuelt kontrolleret
06-10-2020 14:30:00;71,92;0,39;1,13;;31,06;Data er manuelt kontrolleret
06-10-2020 14:00:00;57,52;0,38;0,86;;22,19;Data er manuelt kontrolleret
06-10-2020 13:30:00;111,48;0,34;1,87;;35,91;Data er manuelt kontrolleret
06-10-2020 13:00:00;60,82;0,35;0,94;;26,14;Data er manuelt kontrolleret
06-10-2020 12:30:00;55,27;0,33;0,89;;24,68;Data er manuelt kontrolleret
06-10-2020 12:00:00;60,44;0,36;1,1;;25,18;Data er manuelt kontrolleret
06-10-2020 11:30:00;64,95;0,35;1,13;;27,63;Data er manuelt kontrolleret
06-10-2020 11:00:00;57,81;0,35;1,07;;25,66;Data er manuelt kontrolleret
06-10-2020 10:30:00;63,51;0,32;1,1;;27,55;Data er manuelt kontrolleret
06-10-2020 10:00:00;61,09;0,32;1,05;;25,99;Data er manuelt kontrolleret
06-10-2020 09:30:00;68,59;0,3;1,23;;28,53;Data er manuelt kontrolleret
06-10-2020 09:00:00;88,38;0,32;1,82;;36,26;Data er manuelt kontrolleret
06-10-2020 08:30:00;70,16;0,3;1,16;;28,92;Data er manuelt kontrolleret
06-10-2020 08:00:00;97,99;0,35;1,18;;41,22;Data er manuelt kontrolleret
06-10-2020 07:30:00;113,25;0,39;1,61;;43,85;Data er manuelt kontrolleret
06-10-2020 07:00:00;151,83;0,45;2,09;;60,41;Data er manuelt kontrolleret
06-10-2020 06:30:00;124,95;0,46;1,61;;57,46;Data er manuelt kontrolleret
06-10-2020 06:00:00;118,55;0,43;1,37;;50,44;Data er manuelt kontrolleret
06-10-2020 05:30:00;136,77;0,49;1,87;;59,46;Data er manuelt kontrolleret
06-10-2020 05:00:00;86,73;0,39;1,02;;43,54;Data er manuelt kontrolleret
06-10-2020 04:30:00;104,2;0,35;1,29;;51,71;Data er manuelt kontrolleret
06-10-2020 03:30:00;13,72;0,24;0,12;;8,9;Data er manuelt kontrolleret
06-10-2020 03:00:00;9,05;0,24;0,12;;6,65;Data er manuelt kontrolleret
06-10-2020 02:30:00;6,96;0,24;0,2;;4,82;Data er manuelt kontrolleret
06-10-2020 02:00:00;8,89;0,24;0,23;;6,58;Data er manuelt kontrolleret
06-10-2020 01:30:00;10,57;0,24;0,26;;7,21;Data er manuelt kontrolleret
06-10-2020 01:00:00;5,97;0,24;0,15;;4,64;Data er manuelt kontrolleret
06-10-2020 00:30:00;8,72;0,22;0,26;;6,84;Data er manuelt kontrolleret
06-10-2020 00:00:00;11,79;0,22;0,26;8,49;9,8;Data er manuelt kontrolleret
05-10-2020 23:30:00;13,19;0,23;0,36;;8,19;Data er manuelt kontrolleret
05-10-2020 23:00:00;10,15;0,21;0,55;;5,63;Data er manuelt kontrolleret
05-10-2020 22:30:00;12,93;0,23;1,03;;8,58;Data er manuelt kontrolleret
05-10-2020 22:00:00;11,33;0,23;0,39;;6,64;Data er manuelt kontrolleret
05-10-2020 21:30:00;17,92;0,23;0,44;;10;Data er manuelt kontrolleret
05-10-2020 21:00:00;23,96;0,25;0,44;;13,33;Data er manuelt kontrolleret
05-10-2020 20:30:00;27,28;0,29;0,33;;14,45;Data er manuelt kontrolleret
05-10-2020 20:00:00;40,7;0,29;0,74;;15,44;Data er manuelt kontrolleret
05-10-2020 19:30:00;38,49;0,28;0,68;;20,56;Data er manuelt kontrolleret
05-10-2020 19:00:00;53,02;0,35;0,79;;29,85;Data er manuelt kontrolleret
05-10-2020 18:30:00;42,62;0,29;0,6;;21,29;Data er manuelt kontrolleret
05-10-2020 18:00:00;49,64;0,32;0,63;;24,38;Data er manuelt kontrolleret
05-10-2020 17:30:00;43,95;0,35;0,6;;23,29;Data er manuelt kontrolleret
05-10-2020 17:00:00;68,24;0,39;0,95;;31,18;Data er manuelt kontrolleret
05-10-2020 16:30:00;84,88;0,42;1,37;;39,22;Data er manuelt kontrolleret
05-10-2020 16:00:00;57,2;0,38;1,08;;30,96;Data er manuelt kontrolleret
05-10-2020 15:30:00;74,81;0,43;1,43;;35,59;Data er manuelt kontrolleret
05-10-2020 15:00:00;56,66;0,33;1,32;;28,64;Data er manuelt kontrolleret
05-10-2020 14:30:00;71,09;0,3;1,48;;29,5;Data er manuelt kontrolleret
05-10-2020 14:00:00;72,12;0,33;1,19;;30,3;Data er manuelt kontrolleret
05-10-2020 13:30:00;48,35;0,32;0,68;;13,62;Data er manuelt kontrolleret
05-10-2020 13:00:00;54,89;0,31;0,82;;25,85;Data er manuelt kontrolleret
05-10-2020 12:30:00;47,64;0,32;0,82;;22,63;Data er manuelt kontrolleret
05-10-2020 12:00:00;38,85;0,24;0,61;;18,17;Data er manuelt kontrolleret
05-10-2020 11:30:00;36,74;0,24;0,63;;16,84;Data er manuelt kontrolleret
05-10-2020 11:00:00;33,57;0,26;0,58;;12,83;Data er manuelt kontrolleret
05-10-2020 10:30:00;45,13;0,23;0,66;;21,12;Data er manuelt kontrolleret
05-10-2020 10:00:00;47,13;0,25;0,66;;19,76;Data er manuelt kontrolleret
05-10-2020 09:30:00;65,35;0,27;1,03;;25,27;Data er manuelt kontrolleret
05-10-2020 09:00:00;42,1;0,24;0,47;;16,5;Data er manuelt kontrolleret
05-10-2020 08:30:00;62,87;0,26;1;;23,93;Data er manuelt kontrolleret
05-10-2020 08:00:00;86,4;0,27;1,54;;31,65;Data er manuelt kontrolleret
05-10-2020 07:30:00;92,37;0,31;1,51;;36,42;Data er manuelt kontrolleret
05-10-2020 07:00:00;160,94;0,43;2,47;;61,8;Data er manuelt kontrolleret
05-10-2020 06:30:00;208,05;0,53;3,48;;50,63;Data er manuelt kontrolleret
05-10-2020 05:30:00;129,4;0,39;1,8;;44,86;Data er manuelt kontrolleret
05-10-2020 05:00:00;134,57;0,36;1,78;;50,77;Data er manuelt kontrolleret
05-10-2020 04:30:00;102,95;0,43;1,3;;42,42;Data er manuelt kontrolleret
05-10-2020 04:00:00;59,82;0,25;0,45;;37,22;Data er manuelt kontrolleret
05-10-2020 03:30:00;30,93;0,24;0,32;;19,9;Data er manuelt kontrolleret
05-10-2020 03:00:00;16,48;0,24;0,08;;14,61;Data er manuelt kontrolleret
05-10-2020 02:30:00;28,11;0,24;0,37;;15,7;Data er manuelt kontrolleret
05-10-2020 02:00:00;20,23;0,24;0,18;;12,86;Data er manuelt kontrolleret
05-10-2020 01:30:00;27,57;0,24;0,18;;16,56;Data er manuelt kontrolleret
05-10-2020 01:00:00;14,48;0,24;0,13;;10,21;Data er manuelt kontrolleret
05-10-2020 00:30:00;14,72;0,24;0,13;;11,21;Data er manuelt kontrolleret
05-10-2020 00:00:00;18,62;0,23;0,16;6,09;13,07;Data er manuelt kontrolleret
04-10-2020 23:30:00;30,46;0,25;0,24;;20,74;Data er manuelt kontrolleret
04-10-2020 23:00:00;26,58;0,25;0,37;;19,65;Data er manuelt kontrolleret
04-10-2020 22:30:00;28,73;0,3;0,45;;19,01;Data er manuelt kontrolleret
04-10-2020 22:00:00;59,53;0,32;0,77;;33,55;Data er manuelt kontrolleret
04-10-2020 21:30:00;47,37;0,35;0,61;;27,93;Data er manuelt kontrolleret
04-10-2020 21:00:00;88,24;0,4;1,28;;41,03;Data er manuelt kontrolleret
04-10-2020 20:30:00;64,95;0,42;0,77;;34,16;Data er manuelt kontrolleret
04-10-2020 20:00:00;62,97;0,38;0,77;;30,79;Data er manuelt kontrolleret
04-10-2020 19:30:00;77,08;0,43;0,98;;39,71;Data er manuelt kontrolleret
04-10-2020 19:00:00;67,63;0,46;0,85;;36,41;Data er manuelt kontrolleret
04-10-2020 18:30:00;60,89;0,4;0,82;;31,96;Data er manuelt kontrolleret
04-10-2020 18:00:00;90,05;0,61;1,57;;34,27;Data er manuelt kontrolleret
04-10-2020 17:30:00;39,05;0,39;0,64;;19,32;Data er manuelt kontrolleret
04-10-2020 17:00:00;43,26;0,38;0,72;;18,08;Data er manuelt kontrolleret
04-10-2020 16:30:00;50,22;0,4;0,99;;18,94;Data er manuelt kontrolleret
04-10-2020 16:00:00;37,77;0,32;0,59;;15,26;Data er manuelt kontrolleret
04-10-2020 15:30:00;46,15;0,33;0,69;;19,48;Data er manuelt kontrolleret
04-10-2020 15:00:00;51,69;0,38;0,85;;23,8;Data er manuelt kontrolleret
04-10-2020 14:30:00;54,91;0,43;0,85;;21,62;Data er manuelt kontrolleret
04-10-2020 14:00:00;52,26;0,45;0,77;;21,55;Data er manuelt kontrolleret
04-10-2020 13:30:00;54,87;0,4;0,88;;22,74;Data er manuelt kontrolleret
04-10-2020 13:00:00;65,74;0,45;0,99;;27,34;Data er manuelt kontrolleret
04-10-2020 12:30:00;58,57;0,47;0,91;;29,47;Data er manuelt kontrolleret
04-10-2020 12:00:00;48,34;0,39;0,59;;25,56;Data er manuelt kontrolleret
04-10-2020 11:30:00;68,75;0,45;0,8;;32,34;Data er manuelt kontrolleret
04-10-2020 11:00:00;58,12;0,46;0,67;;29,05;Data er manuelt kontrolleret
04-10-2020 10:30:00;32,04;0,37;0,46;;20,41;Data er manuelt kontrolleret
04-10-2020 10:00:00;28,13;0,35;0,59;;14,33;Data er manuelt kontrolleret
04-10-2020 09:30:00;29,93;0,37;0,62;;14,2;Data er manuelt kontrolleret
04-10-2020 09:00:00;20,42;0,32;0,51;;12,05;Data er manuelt kontrolleret
04-10-2020 08:30:00;21,51;0,33;0,54;;9,26;Data er manuelt kontrolleret
04-10-2020 08:00:00;17,98;0,31;0,59;;7,41;Data er manuelt kontrolleret
04-10-2020 07:30:00;12,26;0,31;0,43;;4,76;Data er manuelt kontrolleret
04-10-2020 07:00:00;15,48;0,31;0,59;;9,35;Data er manuelt kontrolleret
04-10-2020 06:30:00;9,31;0,3;0,51;;4,43;Data er manuelt kontrolleret
04-10-2020 06:00:00;7,73;0,3;0,46;;4,18;Data er manuelt kontrolleret
04-10-2020 05:30:00;6,2;0,29;0,4;;4,12;Data er manuelt kontrolleret
04-10-2020 04:30:00;6,7;0,29;0,48;;4,5;Data er manuelt kontrolleret
04-10-2020 04:00:00;7,12;0,31;0,35;;4,33;Data er manuelt kontrolleret
04-10-2020 03:30:00;5,73;0,3;0,43;;3,92;Data er manuelt kontrolleret
04-10-2020 03:00:00;11,69;0,32;0,62;;8,32;Data er manuelt kontrolleret
04-10-2020 02:30:00;7,67;0,32;0,62;;4,78;Data er manuelt kontrolleret
04-10-2020 02:00:00;6,92;0,31;0,83;;4,62;Data er manuelt kontrolleret
04-10-2020 01:30:00;11,01;0,3;1,2;;7,52;Data er manuelt kontrolleret
04-10-2020 00:30:00;9,1;0,29;0,73;;5,24;Data er manuelt kontrolleret
04-10-2020 00:00:00;16,09;0,3;1,36;9,51;7,75;Data er manuelt kontrolleret
03-10-2020 23:30:00;20,66;0,32;2,08;;12,48;Data er manuelt kontrolleret
03-10-2020 23:00:00;17,02;0,31;1,2;;11,23;Data er manuelt kontrolleret
03-10-2020 22:30:00;13,66;0,3;0,7;;6,92;Data er manuelt kontrolleret
03-10-2020 22:00:00;17,59;0,3;0,96;;10,79;Data er manuelt kontrolleret
03-10-2020 21:30:00;11,99;0,27;0,46;;5,98;Data er manuelt kontrolleret
03-10-2020 21:00:00;12,61;0,27;0,49;;6,76;Data er manuelt kontrolleret
03-10-2020 20:30:00;14;0,29;0,54;;8,75;Data er manuelt kontrolleret
03-10-2020 20:00:00;19,04;0,3;0,57;;3,55;Data er manuelt kontrolleret
03-10-2020 19:30:00;18,12;0,3;0,49;;9,26;Data er manuelt kontrolleret
03-10-2020 19:00:00;21,57;0,32;0,52;;11,76;Data er manuelt kontrolleret
03-10-2020 18:30:00;16,82;0,29;0,33;;10,18;Data er manuelt kontrolleret
03-10-2020 18:00:00;18,15;0,3;0,54;;9,43;Data er manuelt kontrolleret
03-10-2020 17:30:00;27,79;0,3;0,57;;11,7;Data er manuelt kontrolleret
03-10-2020 17:00:00;21,93;0,3;0,52;;11,39;Data er manuelt kontrolleret
03-10-2020 16:30:00;20,61;0,3;0,44;;9,31;Data er manuelt kontrolleret
03-10-2020 16:00:00;20,23;0,31;0,65;;11,27;Data er manuelt kontrolleret
03-10-2020 15:30:00;20,56;0,3;0,54;;9,31;Data er manuelt kontrolleret
03-10-2020 15:00:00;18,96;0,33;0,52;;9,33;Data er manuelt kontrolleret
03-10-2020 14:30:00;23,9;0,37;1,24;;12,05;Data er manuelt kontrolleret
03-10-2020 14:00:00;22,51;0,33;0,7;;10,56;Data er manuelt kontrolleret
03-10-2020 13:30:00;18,04;0,3;0,97;;8,48;Data er manuelt kontrolleret
03-10-2020 13:00:00;19,79;0,3;0,78;;10,34;Data er manuelt kontrolleret
03-10-2020 12:30:00;21,9;0,33;0,6;;10,8;Data er manuelt kontrolleret
03-10-2020 12:00:00;21,59;0,33;0,65;;10,59;Data er manuelt kontrolleret
03-10-2020 11:30:00;28,17;0,39;0,78;;11,26;Data er manuelt kontrolleret
03-10-2020 11:00:00;32,38;0,34;1,18;;15,04;Data er manuelt kontrolleret
03-10-2020 10:30:00;22,47;0,33;0,54;;9,19;Data er manuelt kontrolleret
03-10-2020 10:00:00;28,73;0,36;0,62;;11,36;Data er manuelt kontrolleret
03-10-2020 09:30:00;25,52;0,33;0,52;;11,8;Data er manuelt kontrolleret
03-10-2020 09:00:00;25,59;0,32;0,54;;11,44;Data er manuelt kontrolleret
03-10-2020 08:30:00;19,66;0,3;0,54;;10,79;Data er manuelt kontrolleret
03-10-2020 08:00:00;18,84;0,3;0,49;;7,19;Data er manuelt kontrolleret
03-10-2020 07:30:00;16,43;0,36;0,6;;10,98;Data er manuelt kontrolleret
03-10-2020 07:00:00;9,02;0,3;0,6;;5,19;Data er manuelt kontrolleret
03-10-2020 06:30:00;12,85;0,31;0,73;;7,49;Data er manuelt kontrolleret
03-10-2020 06:00:00;11,36;0,32;1,08;;7,91;Data er manuelt kontrolleret
03-10-2020 05:30:00;14,6;0,32;1,19;;10,58;Data er manuelt kontrolleret
03-10-2020 05:00:00;7,49;0,3;0,41;;4,9;Data er manuelt kontrolleret
03-10-2020 04:30:00;8,37;0,31;0,47;;5,77;Data er manuelt kontrolleret
03-10-2020 03:30:00;5,49;0,31;0,33;;3,94;Data er manuelt kontrolleret
03-10-2020 03:00:00;13,56;0,32;0,55;;10,18;Data er manuelt kontrolleret
03-10-2020 02:30:00;6,48;0,32;0,41;;4,08;Data er manuelt kontrolleret
03-10-2020 02:00:00;6,79;0,32;0,39;;4,19;Data er manuelt kontrolleret
03-10-2020 01:30:00;15,91;0,34;0,6;;6,46;Data er manuelt kontrolleret
03-10-2020 01:00:00;10,93;0,37;0,47;;6,42;Data er manuelt kontrolleret
03-10-2020 00:30:00;10,05;0,37;0,5;;6,28;Data er manuelt kontrolleret
03-10-2020 00:00:00;14,42;0,39;0,52;20,16;7,95;Data er manuelt kontrolleret
02-10-2020 23:30:00;17,78;0,35;0,63;;11,62;Data er manuelt kontrolleret
02-10-2020 23:00:00;14,71;0,35;0,55;;9,74;Data er manuelt kontrolleret
02-10-2020 22:30:00;14,24;0,34;0,55;;7,5;Data er manuelt kontrolleret
02-10-2020 22:00:00;20,78;0,34;0,79;;8,2;Data er manuelt kontrolleret
02-10-2020 21:30:00;15,3;0,34;0,39;;9,14;Data er manuelt kontrolleret
02-10-2020 21:00:00;45,15;0,39;0,71;;21,91;Data er manuelt kontrolleret
02-10-2020 20:30:00;49,73;0,33;0,9;;31,21;Data er manuelt kontrolleret
02-10-2020 20:00:00;28,56;0,31;0,23;;8,82;Data er manuelt kontrolleret
02-10-2020 19:30:00;35,74;0,37;0,31;;18,55;Data er manuelt kontrolleret
02-10-2020 19:00:00;52,85;0,41;0,84;;17,8;Data er manuelt kontrolleret
02-10-2020 18:30:00;30,5;0,33;0,29;;15,07;Data er manuelt kontrolleret
02-10-2020 18:00:00;59,09;0,35;0,85;;20,41;Data er manuelt kontrolleret
02-10-2020 17:30:00;61,48;0,37;0,77;;29,28;Data er manuelt kontrolleret
02-10-2020 17:00:00;46,7;0,33;0,58;;24,85;Data er manuelt kontrolleret
02-10-2020 16:30:00;89,36;0,39;1,32;;26,19;Data er manuelt kontrolleret
02-10-2020 16:00:00;51,68;0,38;0,74;;19,12;Data er manuelt kontrolleret
02-10-2020 15:30:00;94,75;0,38;1,56;;35,63;Data er manuelt kontrolleret
02-10-2020 15:00:00;94,47;0,45;1,4;;48,6;Data er manuelt kontrolleret
02-10-2020 14:30:00;106,52;0,4;1,56;;44,99;Data er manuelt kontrolleret
02-10-2020 14:00:00;95,94;0,49;1,46;;35,26;Data er manuelt kontrolleret
02-10-2020 13:30:00;80,25;0,39;0,95;;38,32;Data er manuelt kontrolleret
02-10-2020 13:00:00;137,44;0,45;2,44;;76,27;Data er manuelt kontrolleret
02-10-2020 12:30:00;61,53;0,35;0,87;;22,53;Data er manuelt kontrolleret
02-10-2020 12:00:00;48,94;0,34;0,69;;14,96;Data er manuelt kontrolleret
02-10-2020 11:30:00;94,1;0,44;1,43;;39,23;Data er manuelt kontrolleret
02-10-2020 11:00:00;68,14;0,37;0,85;;31,35;Data er manuelt kontrolleret
02-10-2020 10:30:00;42,82;0,35;0,56;;18,05;Data er manuelt kontrolleret
02-10-2020 10:00:00;84,32;0,38;1,41;;9,8;Data er manuelt kontrolleret
02-10-2020 09:30:00;56,9;0,37;0,93;;15,12;Data er manuelt kontrolleret
02-10-2020 09:00:00;42,75;0,35;0,53;;18,03;Data er manuelt kontrolleret
02-10-2020 08:30:00;79,89;0,38;1,19;;29,09;Data er manuelt kontrolleret
02-10-2020 08:00:00;55,7;0,34;0,79;;22,99;Data er manuelt kontrolleret
02-10-2020 07:30:00;62,54;0,32;1,03;;33,26;Data er manuelt kontrolleret
02-10-2020 07:00:00;55,7;0,35;0,69;;23,3;Data er manuelt kontrolleret
02-10-2020 06:30:00;93,13;0,44;1,43;;34,86;Data er manuelt kontrolleret
02-10-2020 05:30:00;96,34;0,42;1,65;;21,66;Data er manuelt kontrolleret
02-10-2020 05:00:00;36,35;0,32;0,45;;17,4;Data er manuelt kontrolleret
02-10-2020 04:30:00;28,59;0,3;0,45;;11,36;Data er manuelt kontrolleret
02-10-2020 04:00:00;9,96;0,26;0,21;;5,66;Data er manuelt kontrolleret
02-10-2020 03:30:00;9,99;0,27;0,19;;5,18;Data er manuelt kontrolleret
02-10-2020 03:00:00;9,78;0,26;0,19;;4,3;Data er manuelt kontrolleret
02-10-2020 02:30:00;3,88;0,28;0,27;;2,76;Data er manuelt kontrolleret
02-10-2020 02:00:00;5,89;0,26;0,29;;3,22;Data er manuelt kontrolleret
02-10-2020 01:30:00;7,52;0,26;0,4;;4,16;Data er manuelt kontrolleret
02-10-2020 01:00:00;6,72;0,25;0,43;;3,59;Data er manuelt kontrolleret
02-10-2020 00:30:00;6,06;0,26;0,4;;3,65;Data er manuelt kontrolleret
02-10-2020 00:00:00;5,47;0,25;0,37;27,29;3,68;Data er manuelt kontrolleret
01-10-2020 23:30:00;7,76;0,26;0,24;;4,13;Data er manuelt kontrolleret
01-10-2020 23:00:00;6,91;0,27;0,21;;4,31;Data er manuelt kontrolleret
01-10-2020 22:30:00;8,21;0,27;0,27;;4,7;Data er manuelt kontrolleret
01-10-2020 22:00:00;10,31;0,28;0,27;;4,97;Data er manuelt kontrolleret
01-10-2020 21:30:00;18,28;0,29;0,61;;3,1;Data er manuelt kontrolleret
01-10-2020 21:00:00;28,59;0,31;0,48;;11,81;Data er manuelt kontrolleret
01-10-2020 20:30:00;29,86;0,28;0,43;;13,08;Data er manuelt kontrolleret
01-10-2020 20:00:00;32,86;0,31;0,53;;14,05;Data er manuelt kontrolleret
01-10-2020 19:30:00;28,09;0,28;0,53;;9,23;Data er manuelt kontrolleret
01-10-2020 19:00:00;39,65;0,28;0,83;;17,72;Data er manuelt kontrolleret
01-10-2020 18:30:00;40,78;0,32;0,69;;17,31;Data er manuelt kontrolleret
01-10-2020 18:00:00;;0,31;1,15;;;Data er manuelt kontrolleret
01-10-2020 17:30:00;39,75;0,34;0,69;;16,51;Data er manuelt kontrolleret
01-10-2020 17:00:00;51,74;0,33;0,61;;17,87;Data er manuelt kontrolleret
01-10-2020 16:30:00;73,04;0,38;1,25;;28,65;Data er manuelt kontrolleret
01-10-2020 16:00:00;71,48;0,4;1,2;;28,24;Data er manuelt kontrolleret
01-10-2020 15:30:00;83,64;0,37;1,1;;36,39;Data er manuelt kontrolleret
01-10-2020 15:00:00;103,21;0,44;1,23;;54,49;Data er manuelt kontrolleret
01-10-2020 14:30:00;77,28;0,39;0,32;;28,18;Data er manuelt kontrolleret
01-10-2020 14:00:00;63,64;0,33;0,32;;25,36;Data er manuelt kontrolleret
01-10-2020 13:30:00;99,17;0,32;1,23;;31,22;Data er manuelt kontrolleret
01-10-2020 13:00:00;56,37;0,31;0,59;;24,39;Data er manuelt kontrolleret
01-10-2020 12:30:00;65,06;0,29;0,8;;28,51;Data er manuelt kontrolleret
01-10-2020 12:00:00;49,21;0,29;0,7;;23,91;Data er manuelt kontrolleret
01-10-2020 11:30:00;83,98;0,34;1,04;;36,17;Data er manuelt kontrolleret
01-10-2020 11:00:00;59,11;0,31;0,96;;30,36;Data er manuelt kontrolleret
01-10-2020 10:30:00;47,59;0,32;0,43;;21,08;Data er manuelt kontrolleret
01-10-2020 10:00:00;53,29;0,31;0,54;;28,49;Data er manuelt kontrolleret
01-10-2020 09:30:00;49,32;0,31;0,7;;17,56;Data er manuelt kontrolleret
01-10-2020 09:00:00;48,16;0,32;0,57;;23,16;Data er manuelt kontrolleret
01-10-2020 08:30:00;54,22;0,31;0,54;;26,1;Data er manuelt kontrolleret
01-10-2020 08:00:00;55,16;0,28;0,78;;32,63;Data er manuelt kontrolleret
01-10-2020 07:30:00;47,48;0,28;0,59;;24,74;Data er manuelt kontrolleret
01-10-2020 07:00:00;62,28;0,33;0,62;;33,39;Data er manuelt kontrolleret
01-10-2020 06:30:00;83,24;0,46;0,94;;33,8;Data er manuelt kontrolleret
01-10-2020 06:00:00;44,12;0,29;0,35;;25,11;Data er manuelt kontrolleret
01-10-2020 05:30:00;119,14;0,35;2,03;;37,51;Data er manuelt kontrolleret
01-10-2020 04:30:00;30,58;0,29;0,22;;17,96;Data er manuelt kontrolleret
01-10-2020 04:00:00;13,04;0,25;-0,02;;7,24;Data er manuelt kontrolleret
01-10-2020 03:30:00;9,2;0,25;-0,02;;5,88;Data er manuelt kontrolleret
01-10-2020 03:00:00;7,03;0,26;-0,02;;4,57;Data er manuelt kontrolleret
01-10-2020 02:30:00;6,59;0,25;0,01;;4,74;Data er manuelt kontrolleret
01-10-2020 02:00:00;5,95;0,25;-0,1;;4,55;Data er manuelt kontrolleret
01-10-2020 01:30:00;6,54;0,24;-0,12;;4,21;Data er manuelt kontrolleret
01-10-2020 01:00:00;9,54;0,25;-0,26;;6,8;Data er manuelt kontrolleret
01-10-2020 00:30:00;8,71;0,25;-0,07;;5,86;Data er manuelt kontrolleret
01-10-2020 00:00:00;8,35;0,15;-0,07;13,12;6,33;Data er manuelt kontrolleret
30-09-2020 23:30:00;13,81;0,26;0,06;;9,19;Data er manuelt kontrolleret
30-09-2020 23:00:00;15,27;0,28;0,25;;11,96;Data er manuelt kontrolleret
30-09-2020 22:30:00;46,32;0,29;0,7;;30,67;Data er manuelt kontrolleret
30-09-2020 22:00:00;22,38;0,31;0,22;;14,29;Data er manuelt kontrolleret
30-09-2020 21:30:00;26,57;0,32;0,2;;16,03;Data er manuelt kontrolleret
30-09-2020 21:00:00;33,46;0,35;0,36;;18,2;Data er manuelt kontrolleret
30-09-2020 20:30:00;41,06;0,38;0,54;;17,91;Data er manuelt kontrolleret
30-09-2020 20:00:00;35,79;0,36;0,36;;18,13;Data er manuelt kontrolleret
30-09-2020 19:30:00;27,8;0,38;0,33;;14,07;Data er manuelt kontrolleret
30-09-2020 19:00:00;29,07;0,36;0,17;;15,2;Data er manuelt kontrolleret
