Data opsamlet af Aarhus Universitet, Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>, NOx: Kvælstofoxider µg/m<sup>3</sup>, O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;NO2;O3;NOx;PM_2.5_Lvs
07-12-2020 01:00:00;3,97;40,75;1,45;;Data er manuelt kontrolleret
07-12-2020 00:30:00;6,93;38,52;4,18;;Data er manuelt kontrolleret
07-12-2020 00:00:00;5,97;40,32;3,03;18,8;Data er manuelt kontrolleret
06-12-2020 23:30:00;5,87;40,63;3,55;;Data er manuelt kontrolleret
06-12-2020 23:00:00;4,99;41,8;2,29;;Data er manuelt kontrolleret
06-12-2020 22:30:00;4,81;41,31;2,44;;Data er manuelt kontrolleret
06-12-2020 22:00:00;5,12;41,29;2,5;;Data er manuelt kontrolleret
06-12-2020 21:30:00;6,67;38,2;4,63;;Data er manuelt kontrolleret
06-12-2020 21:00:00;7,23;33,74;5,27;;Data er manuelt kontrolleret
06-12-2020 20:30:00;7,45;31,6;5,5;;Data er manuelt kontrolleret
06-12-2020 20:00:00;7,63;30,71;5,76;;Data er manuelt kontrolleret
06-12-2020 19:30:00;7,57;28,97;5,72;;Data er manuelt kontrolleret
06-12-2020 19:00:00;7,17;28,18;5,27;;Data er manuelt kontrolleret
06-12-2020 18:30:00;7,58;26,09;5,8;;Data er manuelt kontrolleret
06-12-2020 18:00:00;14,53;17,85;18,76;;Data er manuelt kontrolleret
06-12-2020 17:30:00;13,14;17,93;16,17;;Data er manuelt kontrolleret
06-12-2020 17:00:00;16,09;14,27;24,19;;Data er manuelt kontrolleret
06-12-2020 16:30:00;19,15;10,63;29,85;;Data er manuelt kontrolleret
06-12-2020 16:00:00;14,12;17,49;13,68;;Data er manuelt kontrolleret
06-12-2020 15:30:00;15,04;18,01;14,8;;Data er manuelt kontrolleret
06-12-2020 15:00:00;16,85;17,06;18,07;;Data er manuelt kontrolleret
06-12-2020 14:30:00;17,73;17,18;18,17;;Data er manuelt kontrolleret
06-12-2020 14:00:00;26,16;10,02;38,42;;Data er manuelt kontrolleret
06-12-2020 13:30:00;19,11;18,44;21,47;;Data er manuelt kontrolleret
06-12-2020 13:00:00;16,86;19,11;19,77;;Data er manuelt kontrolleret
06-12-2020 12:30:00;17,51;18,58;18,22;;Data er manuelt kontrolleret
06-12-2020 12:00:00;20,06;14,23;21,51;;Data er manuelt kontrolleret
06-12-2020 11:30:00;23,08;11,48;26,7;;Data er manuelt kontrolleret
06-12-2020 11:00:00;17,56;16,76;19,94;;Data er manuelt kontrolleret
06-12-2020 10:30:00;22,4;15;26,12;;Data er manuelt kontrolleret
06-12-2020 10:00:00;24,08;11,88;27,68;;Data er manuelt kontrolleret
06-12-2020 09:30:00;20,28;15,93;21,46;;Data er manuelt kontrolleret
06-12-2020 09:00:00;18,66;19,73;17,99;;Data er manuelt kontrolleret
06-12-2020 08:30:00;17,58;20,22;16,76;;Data er manuelt kontrolleret
06-12-2020 08:00:00;11,42;28,09;9,48;;Data er manuelt kontrolleret
06-12-2020 07:30:00;9,41;30,53;6,97;;Data er manuelt kontrolleret
06-12-2020 07:00:00;9,27;29,68;7,17;;Data er manuelt kontrolleret
06-12-2020 06:30:00;8,14;30;5,58;;Data er manuelt kontrolleret
06-12-2020 06:00:00;8,68;28,76;6,24;;Data er manuelt kontrolleret
06-12-2020 05:30:00;9,34;28,81;7,33;;Data er manuelt kontrolleret
06-12-2020 05:00:00;9,59;27,49;7,37;;Data er manuelt kontrolleret
06-12-2020 04:30:00;10,19;28,14;8,25;;Data er manuelt kontrolleret
06-12-2020 03:30:00;9,12;29,74;6,32;;Data er manuelt kontrolleret
06-12-2020 03:00:00;9,02;31,32;6,07;;Data er manuelt kontrolleret
06-12-2020 02:30:00;10,24;28,83;7,8;;Data er manuelt kontrolleret
06-12-2020 02:00:00;10,8;26,19;8,08;;Data er manuelt kontrolleret
06-12-2020 01:30:00;10,84;24,86;8,72;;Data er manuelt kontrolleret
06-12-2020 01:00:00;11,23;;9,2;;Data er manuelt kontrolleret
06-12-2020 00:30:00;10,46;25,36;8,47;;Data er manuelt kontrolleret
06-12-2020 00:00:00;10,38;25,67;8,59;21,91;Data er manuelt kontrolleret
05-12-2020 23:30:00;10,6;27,81;9,05;;Data er manuelt kontrolleret
05-12-2020 23:00:00;9,8;30,28;7,83;;Data er manuelt kontrolleret
05-12-2020 22:30:00;9,52;31,86;7,9;;Data er manuelt kontrolleret
05-12-2020 22:00:00;9,74;32,51;8,1;;Data er manuelt kontrolleret
05-12-2020 21:30:00;9,92;31,98;8,7;;Data er manuelt kontrolleret
05-12-2020 21:00:00;12,03;28,46;10,55;;Data er manuelt kontrolleret
05-12-2020 20:30:00;10,7;31,4;9,34;;Data er manuelt kontrolleret
05-12-2020 20:00:00;11,08;33,24;9,98;;Data er manuelt kontrolleret
05-12-2020 19:30:00;12,35;29,84;11,36;;Data er manuelt kontrolleret
05-12-2020 19:00:00;12,16;29,86;10,96;;Data er manuelt kontrolleret
05-12-2020 18:30:00;9,96;34,64;8,35;;Data er manuelt kontrolleret
05-12-2020 18:00:00;10,9;36,44;9,35;;Data er manuelt kontrolleret
05-12-2020 17:30:00;10,74;35,04;9,65;;Data er manuelt kontrolleret
05-12-2020 17:00:00;11,34;31,9;10,69;;Data er manuelt kontrolleret
05-12-2020 16:30:00;11,29;31,64;11,03;;Data er manuelt kontrolleret
05-12-2020 16:00:00;9,67;32,73;9,4;;Data er manuelt kontrolleret
05-12-2020 15:30:00;9,85;32,69;9,78;;Data er manuelt kontrolleret
05-12-2020 15:00:00;8,82;33,94;8,45;;Data er manuelt kontrolleret
05-12-2020 14:30:00;11,46;31,49;11,96;;Data er manuelt kontrolleret
05-12-2020 14:00:00;12,14;28,96;12,26;;Data er manuelt kontrolleret
05-12-2020 13:30:00;9,8;32,32;9,07;;Data er manuelt kontrolleret
05-12-2020 13:00:00;9,48;34,97;9,19;;Data er manuelt kontrolleret
05-12-2020 12:30:00;9,56;35,34;9,77;;Data er manuelt kontrolleret
05-12-2020 12:00:00;10,1;33,62;9,97;;Data er manuelt kontrolleret
05-12-2020 11:30:00;12,3;30,46;12,98;;Data er manuelt kontrolleret
05-12-2020 11:00:00;12,65;30,76;12,31;;Data er manuelt kontrolleret
05-12-2020 10:30:00;14,52;29,54;14,88;;Data er manuelt kontrolleret
05-12-2020 10:00:00;13,52;31,73;13,23;;Data er manuelt kontrolleret
05-12-2020 09:30:00;15,99;29,59;16,08;;Data er manuelt kontrolleret
05-12-2020 09:00:00;9,69;36,11;7,95;;Data er manuelt kontrolleret
05-12-2020 08:30:00;8,36;37,51;6,18;;Data er manuelt kontrolleret
05-12-2020 08:00:00;10,59;34,25;8,43;;Data er manuelt kontrolleret
05-12-2020 07:30:00;10,81;31,31;9,17;;Data er manuelt kontrolleret
05-12-2020 07:00:00;12,68;29,43;10,63;;Data er manuelt kontrolleret
05-12-2020 06:30:00;18,62;23,04;16,55;;Data er manuelt kontrolleret
05-12-2020 05:30:00;14,42;25,49;12,21;;Data er manuelt kontrolleret
05-12-2020 05:00:00;13,5;24,83;11,41;;Data er manuelt kontrolleret
05-12-2020 04:30:00;12,88;22,07;10,57;;Data er manuelt kontrolleret
05-12-2020 04:00:00;11,75;21,42;9,58;;Data er manuelt kontrolleret
05-12-2020 03:30:00;12,35;21,2;10,26;;Data er manuelt kontrolleret
05-12-2020 02:30:00;11,85;23,69;9,87;;Data er manuelt kontrolleret
05-12-2020 02:00:00;11,81;23,87;9,98;;Data er manuelt kontrolleret
05-12-2020 01:30:00;11,83;24,46;10,46;;Data er manuelt kontrolleret
05-12-2020 01:00:00;11,47;25,66;8,91;;Data er manuelt kontrolleret
05-12-2020 00:30:00;12,03;25,55;10,03;;Data er manuelt kontrolleret
05-12-2020 00:00:00;15,78;22,37;14,12;23,65;Data er manuelt kontrolleret
04-12-2020 23:30:00;16,43;22,05;15,69;;Data er manuelt kontrolleret
04-12-2020 23:00:00;16,51;22,54;15,85;;Data er manuelt kontrolleret
04-12-2020 22:30:00;15,39;25,01;14,68;;Data er manuelt kontrolleret
04-12-2020 22:00:00;14,66;26,26;13,94;;Data er manuelt kontrolleret
04-12-2020 21:30:00;12,67;28,57;11,59;;Data er manuelt kontrolleret
04-12-2020 21:00:00;13,22;29,36;12,91;;Data er manuelt kontrolleret
04-12-2020 20:30:00;13,92;28,35;13,31;;Data er manuelt kontrolleret
04-12-2020 20:00:00;16,07;28,98;15,9;;Data er manuelt kontrolleret
04-12-2020 19:30:00;16,47;30,86;15,51;;Data er manuelt kontrolleret
04-12-2020 19:00:00;21,65;26,69;21,36;;Data er manuelt kontrolleret
04-12-2020 18:30:00;16,59;32,53;16,33;;Data er manuelt kontrolleret
04-12-2020 18:00:00;19,32;30,15;20,09;;Data er manuelt kontrolleret
04-12-2020 17:30:00;15,45;34,23;16,49;;Data er manuelt kontrolleret
04-12-2020 17:00:00;15,63;34,51;16,75;;Data er manuelt kontrolleret
04-12-2020 16:30:00;16,27;34,02;16,43;;Data er manuelt kontrolleret
04-12-2020 16:00:00;15,5;33,74;16,19;;Data er manuelt kontrolleret
04-12-2020 15:30:00;17,62;31,73;19,9;;Data er manuelt kontrolleret
04-12-2020 15:00:00;18,67;30,62;21,87;;Data er manuelt kontrolleret
04-12-2020 14:30:00;15,53;34,15;17,29;;Data er manuelt kontrolleret
04-12-2020 14:00:00;16,8;34,79;19,83;;Data er manuelt kontrolleret
04-12-2020 13:30:00;16,19;34,23;18,45;;Data er manuelt kontrolleret
04-12-2020 13:00:00;16,87;34,47;18,68;;Data er manuelt kontrolleret
04-12-2020 12:30:00;15,24;36,86;17,44;;Data er manuelt kontrolleret
04-12-2020 12:00:00;14,66;38,18;16,45;;Data er manuelt kontrolleret
04-12-2020 11:30:00;14,15;38,12;15,38;;Data er manuelt kontrolleret
04-12-2020 11:00:00;13,49;39,28;14,68;;Data er manuelt kontrolleret
04-12-2020 10:30:00;13,45;37,86;14,4;;Data er manuelt kontrolleret
04-12-2020 10:00:00;13,58;35,65;14,19;;Data er manuelt kontrolleret
04-12-2020 09:30:00;12,66;35,61;13,09;;Data er manuelt kontrolleret
04-12-2020 09:00:00;12,92;35,45;13,53;;Data er manuelt kontrolleret
04-12-2020 08:30:00;15,39;28,7;15,96;;Data er manuelt kontrolleret
04-12-2020 08:00:00;19,49;20,25;23,55;;Data er manuelt kontrolleret
04-12-2020 07:30:00;17,98;21,28;21,3;;Data er manuelt kontrolleret
04-12-2020 07:00:00;15,75;22,54;17,42;;Data er manuelt kontrolleret
04-12-2020 06:30:00;13,46;23,59;13,32;;Data er manuelt kontrolleret
04-12-2020 06:00:00;12,67;22,96;12,01;;Data er manuelt kontrolleret
04-12-2020 05:30:00;12,14;22,56;10,74;;Data er manuelt kontrolleret
04-12-2020 04:30:00;10,37;24,95;8,16;;Data er manuelt kontrolleret
04-12-2020 04:00:00;10,93;24,32;8,71;;Data er manuelt kontrolleret
04-12-2020 03:30:00;11,73;23,12;9,47;;Data er manuelt kontrolleret
04-12-2020 03:00:00;12,64;21,52;10,19;;Data er manuelt kontrolleret
04-12-2020 02:30:00;13,16;21,95;11,13;;Data er manuelt kontrolleret
04-12-2020 02:00:00;14,47;;12,86;;Data er manuelt kontrolleret
04-12-2020 01:30:00;15,25;20,19;13,26;;Data er manuelt kontrolleret
04-12-2020 01:00:00;14,75;21,22;13,22;;Data er manuelt kontrolleret
04-12-2020 00:30:00;14,49;22,31;12,7;;Data er manuelt kontrolleret
04-12-2020 00:00:00;14,14;22,09;12,67;22,76;Data er manuelt kontrolleret
03-12-2020 23:30:00;14,21;22,07;13,45;;Data er manuelt kontrolleret
03-12-2020 23:00:00;14,1;22,19;12,85;;Data er manuelt kontrolleret
03-12-2020 22:30:00;14,37;22,84;13,15;;Data er manuelt kontrolleret
03-12-2020 22:00:00;14,63;23,57;14,01;;Data er manuelt kontrolleret
03-12-2020 21:30:00;15,35;23,1;14,94;;Data er manuelt kontrolleret
03-12-2020 21:00:00;15,13;23,79;14,91;;Data er manuelt kontrolleret
03-12-2020 20:30:00;13,92;25,68;13,32;;Data er manuelt kontrolleret
03-12-2020 20:00:00;13,02;27,85;12,92;;Data er manuelt kontrolleret
03-12-2020 19:30:00;12,58;29,57;11,94;;Data er manuelt kontrolleret
03-12-2020 19:00:00;11,83;31,76;11,19;;Data er manuelt kontrolleret
03-12-2020 18:30:00;12,12;32,81;12,55;;Data er manuelt kontrolleret
03-12-2020 18:00:00;12,04;33,91;12,81;;Data er manuelt kontrolleret
03-12-2020 17:30:00;13,3;32,85;13,82;;Data er manuelt kontrolleret
03-12-2020 17:00:00;12,62;33,42;13,33;;Data er manuelt kontrolleret
03-12-2020 16:30:00;13,62;32;13,61;;Data er manuelt kontrolleret
03-12-2020 16:00:00;14,97;31,23;17,17;;Data er manuelt kontrolleret
03-12-2020 15:30:00;15,58;33,26;17,89;;Data er manuelt kontrolleret
03-12-2020 15:00:00;15,59;33,62;17,11;;Data er manuelt kontrolleret
03-12-2020 14:30:00;14,51;33,18;16,1;;Data er manuelt kontrolleret
03-12-2020 14:00:00;15,9;31,68;18,25;;Data er manuelt kontrolleret
03-12-2020 13:30:00;15,96;29,98;18,49;;Data er manuelt kontrolleret
03-12-2020 13:00:00;17,37;27,75;21,76;;Data er manuelt kontrolleret
03-12-2020 12:30:00;15,31;29,77;17,98;;Data er manuelt kontrolleret
03-12-2020 12:00:00;14,26;29,57;15,76;;Data er manuelt kontrolleret
03-12-2020 11:30:00;16,36;25,4;20,19;;Data er manuelt kontrolleret
03-12-2020 11:00:00;16,94;24,26;22,56;;Data er manuelt kontrolleret
03-12-2020 10:30:00;15,66;25,28;20,69;;Data er manuelt kontrolleret
03-12-2020 10:00:00;14,43;30,22;18,54;;Data er manuelt kontrolleret
03-12-2020 09:30:00;12,77;33,42;15,86;;Data er manuelt kontrolleret
03-12-2020 09:00:00;14;26,98;16,82;;Data er manuelt kontrolleret
03-12-2020 08:30:00;14,76;26,49;16,48;;Data er manuelt kontrolleret
03-12-2020 08:00:00;16,99;26,49;21,55;;Data er manuelt kontrolleret
03-12-2020 07:30:00;17,62;26,47;23,58;;Data er manuelt kontrolleret
03-12-2020 07:00:00;14,34;29,47;16,71;;Data er manuelt kontrolleret
03-12-2020 06:30:00;11,97;32,55;14,96;;Data er manuelt kontrolleret
03-12-2020 06:00:00;9,21;35,14;8,89;;Data er manuelt kontrolleret
03-12-2020 05:30:00;7,49;36,64;5,54;;Data er manuelt kontrolleret
03-12-2020 05:00:00;8,1;35,71;5,92;;Data er manuelt kontrolleret
03-12-2020 04:30:00;7,19;39,05;4,75;;Data er manuelt kontrolleret
03-12-2020 03:30:00;6,56;39,5;4,09;;Data er manuelt kontrolleret
03-12-2020 03:00:00;7,09;37,58;4,85;;Data er manuelt kontrolleret
03-12-2020 02:30:00;7,65;35,04;5,31;;Data er manuelt kontrolleret
03-12-2020 02:00:00;7,89;36,34;5,61;;Data er manuelt kontrolleret
03-12-2020 01:30:00;7,41;36,93;5,01;;Data er manuelt kontrolleret
03-12-2020 01:00:00;8,17;;6,09;;Data er manuelt kontrolleret
03-12-2020 00:30:00;9,88;30,91;7,48;;Data er manuelt kontrolleret
03-12-2020 00:00:00;11,57;25,94;9,77;29,25;Data er manuelt kontrolleret
02-12-2020 23:30:00;12,8;22,32;11,18;;Data er manuelt kontrolleret
02-12-2020 23:00:00;12,98;22,46;11,68;;Data er manuelt kontrolleret
02-12-2020 22:30:00;11,71;25,01;9,95;;Data er manuelt kontrolleret
02-12-2020 22:00:00;12,12;26,19;11,31;;Data er manuelt kontrolleret
02-12-2020 21:30:00;11,92;24,4;11,71;;Data er manuelt kontrolleret
02-12-2020 21:00:00;11,7;26,23;11,05;;Data er manuelt kontrolleret
02-12-2020 20:30:00;10,87;30,2;9,52;;Data er manuelt kontrolleret
02-12-2020 20:00:00;8,98;36,03;7,87;;Data er manuelt kontrolleret
02-12-2020 19:30:00;10,28;32,79;9,47;;Data er manuelt kontrolleret
02-12-2020 19:00:00;14,19;20,21;14,04;;Data er manuelt kontrolleret
02-12-2020 18:30:00;15,9;19,09;16,67;;Data er manuelt kontrolleret
02-12-2020 18:00:00;17,53;18,79;18,54;;Data er manuelt kontrolleret
02-12-2020 17:30:00;21,09;17,11;25,24;;Data er manuelt kontrolleret
02-12-2020 17:00:00;18,89;19,88;22,38;;Data er manuelt kontrolleret
02-12-2020 16:30:00;20,88;18,33;25,04;;Data er manuelt kontrolleret
02-12-2020 16:00:00;20,2;18,51;24,53;;Data er manuelt kontrolleret
02-12-2020 15:30:00;20,77;19,36;27,19;;Data er manuelt kontrolleret
02-12-2020 15:00:00;23,31;16,22;31,59;;Data er manuelt kontrolleret
02-12-2020 14:30:00;22,89;16,79;30,93;;Data er manuelt kontrolleret
02-12-2020 14:00:00;21,6;19,02;29,17;;Data er manuelt kontrolleret
02-12-2020 13:30:00;17,76;21,97;22,59;;Data er manuelt kontrolleret
02-12-2020 13:00:00;16,41;24,3;19,96;;Data er manuelt kontrolleret
02-12-2020 12:30:00;15,91;25,48;19,15;;Data er manuelt kontrolleret
02-12-2020 12:00:00;16,61;27,06;19,81;;Data er manuelt kontrolleret
02-12-2020 11:30:00;19,59;27,16;24,6;;Data er manuelt kontrolleret
02-12-2020 11:00:00;23,47;24,45;30,29;;Data er manuelt kontrolleret
02-12-2020 10:30:00;23,66;22,83;28,36;;Data er manuelt kontrolleret
02-12-2020 10:00:00;21,94;23,59;26,47;;Data er manuelt kontrolleret
02-12-2020 09:30:00;16,64;28,26;18,07;;Data er manuelt kontrolleret
02-12-2020 09:00:00;16,88;28,2;19,34;;Data er manuelt kontrolleret
02-12-2020 08:30:00;23,88;20,45;31,76;;Data er manuelt kontrolleret
02-12-2020 08:00:00;27,82;14,09;38,53;;Data er manuelt kontrolleret
02-12-2020 07:30:00;24,91;14,8;32,95;;Data er manuelt kontrolleret
02-12-2020 07:00:00;24,91;11,5;33,63;;Data er manuelt kontrolleret
02-12-2020 06:30:00;21,88;14,15;25,86;;Data er manuelt kontrolleret
02-12-2020 05:30:00;11,77;19,97;10,61;;Data er manuelt kontrolleret
02-12-2020 05:00:00;10,61;21,31;8,63;;Data er manuelt kontrolleret
02-12-2020 04:30:00;8,33;22,18;6,19;;Data er manuelt kontrolleret
02-12-2020 04:00:00;9,54;20,88;7,92;;Data er manuelt kontrolleret
02-12-2020 03:30:00;12,73;17,74;10,8;;Data er manuelt kontrolleret
02-12-2020 03:00:00;11,23;;9,11;;Data er manuelt kontrolleret
02-12-2020 02:30:00;14,98;17,45;13,3;;Data er manuelt kontrolleret
02-12-2020 02:00:00;17,86;15,75;16,66;;Data er manuelt kontrolleret
02-12-2020 01:30:00;17,81;16,71;17,18;;Data er manuelt kontrolleret
02-12-2020 01:00:00;9,84;25,88;7,89;;Data er manuelt kontrolleret
02-12-2020 00:30:00;11,05;25,13;8,74;;Data er manuelt kontrolleret
02-12-2020 00:00:00;7,93;29,13;5,75;21,33;Data er manuelt kontrolleret
01-12-2020 23:30:00;14,25;26,78;12,38;;Data er manuelt kontrolleret
01-12-2020 23:00:00;10,91;31,74;9,03;;Data er manuelt kontrolleret
01-12-2020 22:30:00;14,34;30,34;13,44;;Data er manuelt kontrolleret
01-12-2020 22:00:00;7,87;39,36;5,99;;Data er manuelt kontrolleret
01-12-2020 21:30:00;6,7;44,93;5,22;;Data er manuelt kontrolleret
01-12-2020 21:00:00;16,17;36,16;15,43;;Data er manuelt kontrolleret
01-12-2020 20:30:00;12,14;36,46;11,24;;Data er manuelt kontrolleret
01-12-2020 20:00:00;23,83;26,88;25,04;;Data er manuelt kontrolleret
01-12-2020 19:30:00;20,81;27,34;26,49;;Data er manuelt kontrolleret
01-12-2020 19:00:00;10,22;33,56;9,24;;Data er manuelt kontrolleret
01-12-2020 18:30:00;13,05;29,33;14,22;;Data er manuelt kontrolleret
01-12-2020 18:00:00;21,19;19,52;27,07;;Data er manuelt kontrolleret
01-12-2020 17:30:00;32,98;5,4;50,61;;Data er manuelt kontrolleret
01-12-2020 17:00:00;28,9;9,13;39,07;;Data er manuelt kontrolleret
01-12-2020 16:30:00;26,79;11,5;30,02;;Data er manuelt kontrolleret
01-12-2020 16:00:00;24,12;12,96;27,82;;Data er manuelt kontrolleret
01-12-2020 15:30:00;24,07;11,4;30,16;;Data er manuelt kontrolleret
01-12-2020 15:00:00;24,99;10,41;34,55;;Data er manuelt kontrolleret
01-12-2020 14:30:00;25,2;10,59;38,59;;Data er manuelt kontrolleret
01-12-2020 14:00:00;21,08;11,48;31,48;;Data er manuelt kontrolleret
01-12-2020 13:30:00;23,82;6,62;38,21;;Data er manuelt kontrolleret
01-12-2020 13:00:00;21,92;7,39;36,31;;Data er manuelt kontrolleret
01-12-2020 12:30:00;24,85;3,46;54,6;;Data er manuelt kontrolleret
01-12-2020 12:00:00;25,93;2,75;60,56;;Data er manuelt kontrolleret
01-12-2020 11:30:00;23,83;2,81;47,57;;Data er manuelt kontrolleret
01-12-2020 11:00:00;23,83;2,83;41,99;;Data er manuelt kontrolleret
01-12-2020 10:30:00;29,64;2,73;64,16;;Data er manuelt kontrolleret
01-12-2020 10:00:00;24,88;2,77;63,58;;Data er manuelt kontrolleret
01-12-2020 09:30:00;25,4;2,81;54,01;;Data er manuelt kontrolleret
01-12-2020 09:00:00;26,85;2,14;55,64;;Data er manuelt kontrolleret
01-12-2020 08:30:00;29,62;1,51;56,34;;Data er manuelt kontrolleret
01-12-2020 08:00:00;31,87;1,33;70,18;;Data er manuelt kontrolleret
01-12-2020 07:30:00;31,56;1,61;66,04;;Data er manuelt kontrolleret
01-12-2020 07:00:00;27,9;1,41;46,25;;Data er manuelt kontrolleret
01-12-2020 06:30:00;25,29;2,68;33,14;;Data er manuelt kontrolleret
01-12-2020 06:00:00;23,39;3,58;27,07;;Data er manuelt kontrolleret
01-12-2020 05:30:00;20,95;5,48;21,95;;Data er manuelt kontrolleret
01-12-2020 04:30:00;18,2;8,58;16,93;;Data er manuelt kontrolleret
01-12-2020 04:00:00;17,61;9,78;15,72;;Data er manuelt kontrolleret
01-12-2020 03:30:00;17,35;10,47;15,47;;Data er manuelt kontrolleret
01-12-2020 03:00:00;17,04;11,4;15,55;;Data er manuelt kontrolleret
01-12-2020 02:30:00;16,8;12,15;15,23;;Data er manuelt kontrolleret
01-12-2020 02:00:00;16,55;;13,83;;Data er manuelt kontrolleret
01-12-2020 01:30:00;16,34;14,36;14,54;;Data er manuelt kontrolleret
01-12-2020 01:00:00;16,43;15,03;14,41;;Data er manuelt kontrolleret
01-12-2020 00:30:00;16,29;15,92;14,31;;Data er manuelt kontrolleret
01-12-2020 00:00:00;15,32;17,66;13,24;16,35;Data er manuelt kontrolleret
30-11-2020 23:30:00;14,84;19,04;13,2;;Data er manuelt kontrolleret
30-11-2020 23:00:00;14,9;20,46;12,94;;Data er manuelt kontrolleret
30-11-2020 22:30:00;13,9;21,63;12,77;;Data er manuelt kontrolleret
30-11-2020 22:00:00;13,45;22,4;11,64;;Data er manuelt kontrolleret
30-11-2020 21:30:00;13,57;22,93;12,29;;Data er manuelt kontrolleret
30-11-2020 21:00:00;13,03;24,55;11,76;;Data er manuelt kontrolleret
30-11-2020 20:30:00;12,95;26,09;11,48;;Data er manuelt kontrolleret
30-11-2020 20:00:00;11,68;28,52;11,05;;Data er manuelt kontrolleret
30-11-2020 19:30:00;11,09;29,78;10,48;;Data er manuelt kontrolleret
30-11-2020 19:00:00;10,47;32,05;9,74;;Data er manuelt kontrolleret
30-11-2020 18:30:00;9,54;34,44;8,22;;Data er manuelt kontrolleret
30-11-2020 18:00:00;8,49;36,59;8,34;;Data er manuelt kontrolleret
30-11-2020 17:30:00;8,41;35,39;8,83;;Data er manuelt kontrolleret
30-11-2020 17:00:00;9,97;32,84;11,06;;Data er manuelt kontrolleret
30-11-2020 16:30:00;11,31;31,48;11,6;;Data er manuelt kontrolleret
30-11-2020 16:00:00;12,69;30,77;13,92;;Data er manuelt kontrolleret
30-11-2020 15:30:00;13,76;31,52;16,18;;Data er manuelt kontrolleret
30-11-2020 15:00:00;14,22;30,2;15,92;;Data er manuelt kontrolleret
30-11-2020 14:30:00;16,22;28,42;19,18;;Data er manuelt kontrolleret
30-11-2020 14:00:00;15,64;28,71;18,55;;Data er manuelt kontrolleret
30-11-2020 13:30:00;17,23;29,11;21,29;;Data er manuelt kontrolleret
30-11-2020 13:00:00;16,19;30,2;20,02;;Data er manuelt kontrolleret
30-11-2020 12:30:00;16,37;30,02;20,97;;Data er manuelt kontrolleret
30-11-2020 12:00:00;19,58;29,5;26,11;;Data er manuelt kontrolleret
30-11-2020 11:30:00;18,86;31,93;22,66;;Data er manuelt kontrolleret
30-11-2020 11:00:00;21,17;29,37;26,06;;Data er manuelt kontrolleret
30-11-2020 10:30:00;26,76;23,98;34,41;;Data er manuelt kontrolleret
30-11-2020 10:00:00;21,71;28,5;25,33;;Data er manuelt kontrolleret
30-11-2020 09:30:00;17,98;34,1;21,72;;Data er manuelt kontrolleret
30-11-2020 09:00:00;20,95;33,02;22,13;;Data er manuelt kontrolleret
30-11-2020 08:30:00;21,33;31,91;23,13;;Data er manuelt kontrolleret
30-11-2020 08:00:00;23,6;29,92;28,01;;Data er manuelt kontrolleret
30-11-2020 07:30:00;23,31;29,19;30,63;;Data er manuelt kontrolleret
30-11-2020 07:00:00;18,03;33,49;20,48;;Data er manuelt kontrolleret
30-11-2020 06:30:00;20,33;29,56;23,71;;Data er manuelt kontrolleret
30-11-2020 06:00:00;9,16;37,76;9,09;;Data er manuelt kontrolleret
30-11-2020 05:30:00;5,61;41,9;3,78;;Data er manuelt kontrolleret
30-11-2020 05:00:00;4,96;37,11;2,82;;Data er manuelt kontrolleret
30-11-2020 04:30:00;4,82;35,09;2,8;;Data er manuelt kontrolleret
30-11-2020 03:30:00;4,05;36,77;1,78;;Data er manuelt kontrolleret
30-11-2020 03:00:00;5,19;42,24;3,76;;Data er manuelt kontrolleret
30-11-2020 02:30:00;3,3;44,43;1,24;;Data er manuelt kontrolleret
30-11-2020 02:00:00;4,9;41,67;2,99;;Data er manuelt kontrolleret
30-11-2020 01:30:00;3,46;42,06;1,29;;Data er manuelt kontrolleret
30-11-2020 01:00:00;3,34;;1,23;;Data er manuelt kontrolleret
30-11-2020 00:30:00;3,7;43,72;1,37;;Data er manuelt kontrolleret
30-11-2020 00:00:00;4,88;43,07;2,82;11,31;Data er manuelt kontrolleret
29-11-2020 23:30:00;4,47;44,29;2,68;;Data er manuelt kontrolleret
29-11-2020 23:00:00;6,21;42,59;4,25;;Data er manuelt kontrolleret
29-11-2020 22:30:00;6,33;42,43;5,28;;Data er manuelt kontrolleret
29-11-2020 22:00:00;7,56;39,33;5,96;;Data er manuelt kontrolleret
29-11-2020 21:30:00;10,87;37,77;10,3;;Data er manuelt kontrolleret
29-11-2020 21:00:00;14,06;35,27;13,15;;Data er manuelt kontrolleret
29-11-2020 20:30:00;15,35;36,12;14,56;;Data er manuelt kontrolleret
29-11-2020 20:00:00;15,86;35,58;15,1;;Data er manuelt kontrolleret
29-11-2020 19:30:00;16,24;35,11;15,63;;Data er manuelt kontrolleret
29-11-2020 19:00:00;13,35;37,68;12,13;;Data er manuelt kontrolleret
29-11-2020 18:30:00;12,99;37,46;12,37;;Data er manuelt kontrolleret
