Recorded;CO;NO2;SO2;NOx
08-10-2020 23:00:00;0.2;3.19;0.04;4.52
08-10-2020 22:30:00;0.22;5.84;0.07;9.43
08-10-2020 22:00:00;0.24;8.68;0.01;13.36
08-10-2020 21:30:00;0.27;14.4;0.15;23.7
08-10-2020 21:00:00;0.28;16.96;0.12;27.82
08-10-2020 20:30:00;0.27;14.06;0.1;21.74
08-10-2020 20:00:00;0.26;17.9;0.12;25.63
08-10-2020 19:30:00;0.28;20.52;0.07;30.09
08-10-2020 19:00:00;0.44;36.96;0.71;72.65
08-10-2020 18:30:00;0.37;36.18;0.41;63.22
08-10-2020 18:00:00;0.4;43.96;0.79;88.68
08-10-2020 17:30:00;0.37;44.9;0.6;79.01
08-10-2020 17:00:00;0.35;14.28;0.41;55.08
08-10-2020 16:30:00;0.5;47.12;1.05;97.54
08-10-2020 16:00:00;0.44;42.73;0.89;89.57
08-10-2020 15:30:00;0.37;37.99;0.71;74.9
08-10-2020 15:00:00;0.36;36.94;0.36;66.61
08-10-2020 14:30:00;0.35;29.22;0.47;52.68
08-10-2020 14:00:00;0.36;35.27;0.79;75.78
08-10-2020 13:30:00;0.34;28.56;0.44;58.59
08-10-2020 13:00:00;0.31;27.8;0.55;59.3
08-10-2020 12:30:00;0.31;35.63;0.58;70.24
08-10-2020 12:00:00;0.34;32.3;1.08;80.46
08-10-2020 11:30:00;0.29;28.54;0.39;51.31
08-10-2020 11:00:00;0.29;31.51;0.34;60.21
08-10-2020 10:30:00;0.29;26.45;0.47;48.62
08-10-2020 10:00:00;0.33;37.11;0.95;72.54
08-10-2020 09:30:00;0.33;34.45;0.66;71.09
08-10-2020 09:00:00;0.36;37.89;1.14;97.49
08-10-2020 08:30:00;0.3;37.42;0.82;86.74
08-10-2020 08:00:00;0.3;32.01;0.42;65.41
08-10-2020 07:30:00;0.27;29.33;0.45;59.2
08-10-2020 07:00:00;0.28;28.53;0.47;55.04
08-10-2020 06:30:00;0.33;25.62;0.39;53.73
08-10-2020 06:00:00;0.28;24.96;0.29;42.77
08-10-2020 05:30:00;0.29;24.99;0.29;44.24
08-10-2020 05:00:00;0.23;15.77;0.21;31.95
08-10-2020 04:30:00;0.22;14.56;0.05;22.89
08-10-2020 03:30:00;0.2;3.8;0.09;5.64
08-10-2020 03:00:00;0.21;5.36;0.03;8.17
08-10-2020 02:30:00;0.21;3.16;0.11;5.41
08-10-2020 02:00:00;0.2;2.67;0.19;4.05
08-10-2020 01:30:00;0.18;2.71;0.11;4.86
08-10-2020 01:00:00;0.21;4.27;0.0;6.93
08-10-2020 00:30:00;0.21;4.82;0.05;9.32
08-10-2020 00:00:00;0.21;3.62;0.11;4.39
07-10-2020 23:30:00;0.22;4.81;0.11;8.01
07-10-2020 23:00:00;0.22;4.49;0.08;6.89
07-10-2020 22:30:00;0.21;5.58;0.11;8.63
07-10-2020 22:00:00;0.24;7.35;0.06;11.46
07-10-2020 21:30:00;0.23;8.98;0.02;14.3
07-10-2020 21:00:00;0.26;12.45;0.1;20.69
07-10-2020 20:30:00;0.26;10.15;0.05;15.3
07-10-2020 20:00:00;0.27;14.98;0.02;22.48
07-10-2020 19:30:00;0.28;12.7;0.02;19.11
07-10-2020 19:00:00;0.34;21.13;0.18;34.21
07-10-2020 18:30:00;0.42;27.36;0.37;43.11
07-10-2020 18:00:00;0.34;33.86;0.35;54.03
07-10-2020 17:30:00;0.3;24.67;0.4;36.29
07-10-2020 17:00:00;0.28;15.32;0.13;21.73
07-10-2020 16:30:00;0.36;21.9;0.16;33.01
07-10-2020 16:00:00;0.38;23.69;0.24;40.26
07-10-2020 15:30:00;0.28;19.2;0.24;29.35
07-10-2020 15:00:00;0.28;9.46;0.11;15.39
07-10-2020 14:30:00;0.27;11.9;0.29;21.17
07-10-2020 14:00:00;0.29;14.25;0.24;23.54
07-10-2020 13:30:00;0.32;21.63;0.45;38.94
07-10-2020 13:00:00;0.31;18.23;0.45;35.71
07-10-2020 12:30:00;0.29;20.26;0.56;39.23
07-10-2020 12:00:00;0.29;14.27;0.35;26.9
07-10-2020 11:30:00;0.29;17.56;0.51;37.92
07-10-2020 11:00:00;0.27;14.01;0.43;26.38
07-10-2020 10:30:00;0.28;18.82;0.61;41.8
07-10-2020 10:00:00;0.29;22.06;0.69;44.08
07-10-2020 09:30:00;0.3;25.27;0.88;51.99
07-10-2020 09:00:00;0.28;24.89;0.72;51.38
07-10-2020 08:30:00;0.39;;1.86;
07-10-2020 00:00:00;;;;
06-10-2020 15:00:00;0.34;20.96;0.78;48.28
06-10-2020 14:30:00;0.39;31.06;1.13;71.92
06-10-2020 14:00:00;0.38;22.19;0.86;57.52
06-10-2020 13:30:00;0.34;35.91;1.87;111.48
06-10-2020 13:00:00;0.35;26.14;0.94;60.82
06-10-2020 12:30:00;0.33;24.68;0.89;55.27
06-10-2020 12:00:00;0.36;25.18;1.1;60.44
06-10-2020 11:30:00;0.35;27.63;1.13;64.95
06-10-2020 11:00:00;0.35;25.66;1.07;57.81
06-10-2020 10:30:00;0.32;27.55;1.1;63.51
06-10-2020 10:00:00;0.32;25.99;1.05;61.09
06-10-2020 09:30:00;0.3;28.53;1.23;68.59
06-10-2020 09:00:00;0.32;36.26;1.82;88.38
06-10-2020 08:30:00;0.3;28.92;1.16;70.16
06-10-2020 08:00:00;0.35;41.22;1.18;97.99
06-10-2020 07:30:00;0.39;43.85;1.61;113.25
06-10-2020 07:00:00;0.45;60.41;2.09;151.83
06-10-2020 06:30:00;0.46;57.46;1.61;124.95
06-10-2020 06:00:00;0.43;50.44;1.37;118.55
06-10-2020 05:30:00;0.49;59.46;1.87;136.77
06-10-2020 05:00:00;0.39;43.54;1.02;86.73
06-10-2020 04:30:00;0.35;51.71;1.29;104.2
06-10-2020 03:30:00;0.24;8.9;0.12;13.72
06-10-2020 03:00:00;0.24;6.65;0.12;9.05
06-10-2020 02:30:00;0.24;4.82;0.2;6.96
06-10-2020 02:00:00;0.24;6.58;0.23;8.89
06-10-2020 01:30:00;0.24;7.21;0.26;10.57
06-10-2020 01:00:00;0.24;4.64;0.15;5.97
06-10-2020 00:30:00;0.22;6.84;0.26;8.72
06-10-2020 00:00:00;0.22;9.8;0.26;11.79
05-10-2020 23:30:00;0.23;8.19;0.36;13.19
05-10-2020 23:00:00;0.21;5.63;0.55;10.15
05-10-2020 22:30:00;0.23;8.58;1.03;12.93
05-10-2020 22:00:00;0.23;6.64;0.39;11.33
05-10-2020 21:30:00;0.23;10.0;0.44;17.92
05-10-2020 21:00:00;0.25;13.33;0.44;23.96
05-10-2020 20:30:00;0.29;14.45;0.33;27.28
05-10-2020 20:00:00;0.29;15.44;0.74;40.7
05-10-2020 19:30:00;0.28;20.56;0.68;38.49
05-10-2020 19:00:00;0.35;29.85;0.79;53.02
05-10-2020 18:30:00;0.29;21.29;0.6;42.62
05-10-2020 18:00:00;0.32;24.38;0.63;49.64
05-10-2020 17:30:00;0.35;23.29;0.6;43.95
05-10-2020 17:00:00;0.39;31.18;0.95;68.24
05-10-2020 16:30:00;0.42;39.22;1.37;84.88
05-10-2020 16:00:00;0.38;30.96;1.08;57.2
05-10-2020 15:30:00;0.43;35.59;1.43;74.81
05-10-2020 15:00:00;0.33;28.64;1.32;56.66
05-10-2020 14:30:00;0.3;29.5;1.48;71.09
05-10-2020 14:00:00;0.33;30.3;1.19;72.12
05-10-2020 13:30:00;0.32;13.62;0.68;48.35
05-10-2020 13:00:00;0.31;25.85;0.82;54.89
05-10-2020 12:30:00;0.32;22.63;0.82;47.64
05-10-2020 12:00:00;0.24;18.17;0.61;38.85
05-10-2020 11:30:00;0.24;16.84;0.63;36.74
05-10-2020 11:00:00;0.26;12.83;0.58;33.57
05-10-2020 10:30:00;0.23;21.12;0.66;45.13
05-10-2020 10:00:00;0.25;19.76;0.66;47.13
05-10-2020 09:30:00;0.27;25.27;1.03;65.35
05-10-2020 09:00:00;0.24;16.5;0.47;42.1
05-10-2020 08:30:00;0.26;23.93;1.0;62.87
05-10-2020 08:00:00;0.27;31.65;1.54;86.4
05-10-2020 07:30:00;0.31;36.42;1.51;92.37
05-10-2020 07:00:00;0.43;61.8;2.47;160.94
05-10-2020 06:30:00;0.53;50.63;3.48;208.05
05-10-2020 05:30:00;0.39;44.86;1.8;129.4
05-10-2020 05:00:00;0.36;50.77;1.78;134.57
05-10-2020 04:30:00;0.43;42.42;1.3;102.95
05-10-2020 04:00:00;0.25;37.22;0.45;59.82
05-10-2020 03:30:00;0.24;19.9;0.32;30.93
05-10-2020 03:00:00;0.24;14.61;0.08;16.48
05-10-2020 02:30:00;0.24;15.7;0.37;28.11
05-10-2020 02:00:00;0.24;12.86;0.18;20.23
05-10-2020 01:30:00;0.24;16.56;0.18;27.57
05-10-2020 01:00:00;0.24;10.21;0.13;14.48
05-10-2020 00:30:00;0.24;11.21;0.13;14.72
05-10-2020 00:00:00;0.23;13.07;0.16;18.62
04-10-2020 23:30:00;0.25;20.74;0.24;30.46
04-10-2020 23:00:00;0.25;19.65;0.37;26.58
04-10-2020 22:30:00;0.3;19.01;0.45;28.73
04-10-2020 22:00:00;0.32;33.55;0.77;59.53
04-10-2020 21:30:00;0.35;27.93;0.61;47.37
04-10-2020 21:00:00;0.4;41.03;1.28;88.24
04-10-2020 20:30:00;0.42;34.16;0.77;64.95
04-10-2020 20:00:00;0.38;30.79;0.77;62.97
04-10-2020 19:30:00;0.43;39.71;0.98;77.08
04-10-2020 19:00:00;0.46;36.41;0.85;67.63
04-10-2020 18:30:00;0.4;31.96;0.82;60.89
04-10-2020 18:00:00;0.61;34.27;1.57;90.05
04-10-2020 17:30:00;0.39;19.32;0.64;39.05
04-10-2020 17:00:00;0.38;18.08;0.72;43.26
04-10-2020 16:30:00;0.4;18.94;0.99;50.22
04-10-2020 16:00:00;0.32;15.26;0.59;37.77
04-10-2020 15:30:00;0.33;19.48;0.69;46.15
04-10-2020 15:00:00;0.38;23.8;0.85;51.69
04-10-2020 14:30:00;0.43;21.62;0.85;54.91
04-10-2020 14:00:00;0.45;21.55;0.77;52.26
04-10-2020 13:30:00;0.4;22.74;0.88;54.87
04-10-2020 13:00:00;0.45;27.34;0.99;65.74
04-10-2020 12:30:00;0.47;29.47;0.91;58.57
04-10-2020 12:00:00;0.39;25.56;0.59;48.34
04-10-2020 11:30:00;0.45;32.34;0.8;68.75
04-10-2020 11:00:00;0.46;29.05;0.67;58.12
04-10-2020 10:30:00;0.37;20.41;0.46;32.04
04-10-2020 10:00:00;0.35;14.33;0.59;28.13
04-10-2020 09:30:00;0.37;14.2;0.62;29.93
04-10-2020 09:00:00;0.32;12.05;0.51;20.42
04-10-2020 08:30:00;0.33;9.26;0.54;21.51
04-10-2020 08:00:00;0.31;7.41;0.59;17.98
04-10-2020 07:30:00;0.31;4.76;0.43;12.26
04-10-2020 07:00:00;0.31;9.35;0.59;15.48
04-10-2020 06:30:00;0.3;4.43;0.51;9.31
04-10-2020 06:00:00;0.3;4.18;0.46;7.73
04-10-2020 05:30:00;0.29;4.12;0.4;6.2
04-10-2020 04:30:00;0.29;4.5;0.48;6.7
04-10-2020 04:00:00;0.31;4.33;0.35;7.12
04-10-2020 03:30:00;0.3;3.92;0.43;5.73
04-10-2020 03:00:00;0.32;8.32;0.62;11.69
04-10-2020 02:30:00;0.32;4.78;0.62;7.67
04-10-2020 02:00:00;0.31;4.62;0.83;6.92
04-10-2020 01:30:00;0.3;7.52;1.2;11.01
04-10-2020 00:30:00;0.29;5.24;0.73;9.1
04-10-2020 00:00:00;0.3;7.75;1.36;16.09
03-10-2020 23:30:00;0.32;12.48;2.08;20.66
03-10-2020 23:00:00;0.31;11.23;1.2;17.02
03-10-2020 22:30:00;0.3;6.92;0.7;13.66
03-10-2020 22:00:00;0.3;10.79;0.96;17.59
03-10-2020 21:30:00;0.27;5.98;0.46;11.99
03-10-2020 21:00:00;0.27;6.76;0.49;12.61
03-10-2020 20:30:00;0.29;8.75;0.54;14.0
03-10-2020 20:00:00;0.3;3.55;0.57;19.04
03-10-2020 19:30:00;0.3;9.26;0.49;18.12
03-10-2020 19:00:00;0.32;11.76;0.52;21.57
03-10-2020 18:30:00;0.29;10.18;0.33;16.82
03-10-2020 18:00:00;0.3;9.43;0.54;18.15
03-10-2020 17:30:00;0.3;11.7;0.57;27.79
03-10-2020 17:00:00;0.3;11.39;0.52;21.93
03-10-2020 16:30:00;0.3;9.31;0.44;20.61
03-10-2020 16:00:00;0.31;11.27;0.65;20.23
03-10-2020 15:30:00;0.3;9.31;0.54;20.56
03-10-2020 15:00:00;0.33;9.33;0.52;18.96
03-10-2020 14:30:00;0.37;12.05;1.24;23.9
03-10-2020 14:00:00;0.33;10.56;0.7;22.51
03-10-2020 13:30:00;0.3;8.48;0.97;18.04
03-10-2020 13:00:00;0.3;10.34;0.78;19.79
03-10-2020 12:30:00;0.33;10.8;0.6;21.9
03-10-2020 12:00:00;0.33;10.59;0.65;21.59
03-10-2020 11:30:00;0.39;11.26;0.78;28.17
03-10-2020 11:00:00;0.34;15.04;1.18;32.38
03-10-2020 10:30:00;0.33;9.19;0.54;22.47
03-10-2020 10:00:00;0.36;11.36;0.62;28.73
03-10-2020 09:30:00;0.33;11.8;0.52;25.52
03-10-2020 09:00:00;0.32;11.44;0.54;25.59
03-10-2020 08:30:00;0.3;10.79;0.54;19.66
03-10-2020 08:00:00;0.3;7.19;0.49;18.84
03-10-2020 07:30:00;0.36;10.98;0.6;16.43
03-10-2020 07:00:00;0.3;5.19;0.6;9.02
03-10-2020 06:30:00;0.31;7.49;0.73;12.85
03-10-2020 06:00:00;0.32;7.91;1.08;11.36
03-10-2020 05:30:00;0.32;10.58;1.19;14.6
03-10-2020 05:00:00;0.3;4.9;0.41;7.49
03-10-2020 04:30:00;0.31;5.77;0.47;8.37
03-10-2020 03:30:00;0.31;3.94;0.33;5.49
03-10-2020 03:00:00;0.32;10.18;0.55;13.56
03-10-2020 02:30:00;0.32;4.08;0.41;6.48
03-10-2020 02:00:00;0.32;4.19;0.39;6.79
03-10-2020 01:30:00;0.34;6.46;0.6;15.91
03-10-2020 01:00:00;0.37;6.42;0.47;10.93
03-10-2020 00:30:00;0.37;6.28;0.5;10.05
03-10-2020 00:00:00;0.39;7.95;0.52;14.42
02-10-2020 23:30:00;0.35;11.62;0.63;17.78
02-10-2020 23:00:00;0.35;9.74;0.55;14.71
02-10-2020 22:30:00;0.34;7.5;0.55;14.24
02-10-2020 22:00:00;0.34;8.2;0.79;20.78
02-10-2020 21:30:00;0.34;9.14;0.39;15.3
02-10-2020 21:00:00;0.39;21.91;0.71;45.15
02-10-2020 20:30:00;0.33;31.21;0.9;49.73
02-10-2020 20:00:00;0.31;8.82;0.23;28.56
02-10-2020 19:30:00;0.37;18.55;0.31;35.74
02-10-2020 19:00:00;0.41;17.8;0.84;52.85
02-10-2020 18:30:00;0.33;15.07;0.29;30.5
02-10-2020 18:00:00;0.35;20.41;0.85;59.09
02-10-2020 17:30:00;0.37;29.28;0.77;61.48
02-10-2020 17:00:00;0.33;24.85;0.58;46.7
02-10-2020 16:30:00;0.39;26.19;1.32;89.36
02-10-2020 16:00:00;0.38;19.12;0.74;51.68
02-10-2020 15:30:00;0.38;35.63;1.56;94.75
02-10-2020 15:00:00;0.45;48.6;1.4;94.47
02-10-2020 14:30:00;0.4;44.99;1.56;106.52
02-10-2020 14:00:00;0.49;35.26;1.46;95.94
02-10-2020 13:30:00;0.39;38.32;0.95;80.25
02-10-2020 13:00:00;0.45;76.27;2.44;137.44
02-10-2020 12:30:00;0.35;22.53;0.87;61.53
02-10-2020 12:00:00;0.34;14.96;0.69;48.94
02-10-2020 11:30:00;0.44;39.23;1.43;94.1
02-10-2020 11:00:00;0.37;31.35;0.85;68.14
02-10-2020 10:30:00;0.35;18.05;0.56;42.82
02-10-2020 10:00:00;0.38;9.8;1.41;84.32
02-10-2020 09:30:00;0.37;15.12;0.93;56.9
02-10-2020 09:00:00;0.35;18.03;0.53;42.75
02-10-2020 08:30:00;0.38;29.09;1.19;79.89
02-10-2020 08:00:00;0.34;22.99;0.79;55.7
02-10-2020 07:30:00;0.32;33.26;1.03;62.54
02-10-2020 07:00:00;0.35;23.3;0.69;55.7
02-10-2020 06:30:00;0.44;34.86;1.43;93.13
02-10-2020 05:30:00;0.42;21.66;1.65;96.34
02-10-2020 05:00:00;0.32;17.4;0.45;36.35
02-10-2020 04:30:00;0.3;11.36;0.45;28.59
02-10-2020 04:00:00;0.26;5.66;0.21;9.96
02-10-2020 03:30:00;0.27;5.18;0.19;9.99
02-10-2020 03:00:00;0.26;4.3;0.19;9.78
02-10-2020 02:30:00;0.28;2.76;0.27;3.88
02-10-2020 02:00:00;0.26;3.22;0.29;5.89
02-10-2020 01:30:00;0.26;4.16;0.4;7.52
02-10-2020 01:00:00;0.25;3.59;0.43;6.72
02-10-2020 00:30:00;0.26;3.65;0.4;6.06
02-10-2020 00:00:00;0.25;3.68;0.37;5.47
01-10-2020 23:30:00;0.26;4.13;0.24;7.76
01-10-2020 23:00:00;0.27;4.31;0.21;6.91
01-10-2020 22:30:00;0.27;4.7;0.27;8.21
01-10-2020 22:00:00;0.28;4.97;0.27;10.31
01-10-2020 21:30:00;0.29;3.1;0.61;18.28
01-10-2020 21:00:00;0.31;11.81;0.48;28.59
01-10-2020 20:30:00;0.28;13.08;0.43;29.86
01-10-2020 20:00:00;0.31;14.05;0.53;32.86
01-10-2020 19:30:00;0.28;9.23;0.53;28.09
01-10-2020 19:00:00;0.28;17.72;0.83;39.65
01-10-2020 18:30:00;0.32;17.31;0.69;40.78
01-10-2020 18:00:00;0.31;;1.15;
01-10-2020 17:30:00;0.34;16.51;0.69;39.75
01-10-2020 17:00:00;0.33;17.87;0.61;51.74
01-10-2020 16:30:00;0.38;28.65;1.25;73.04
01-10-2020 16:00:00;0.4;28.24;1.2;71.48
01-10-2020 15:30:00;0.37;36.39;1.1;83.64
01-10-2020 15:00:00;0.44;54.49;1.23;103.21
01-10-2020 14:30:00;0.39;28.18;0.32;77.28
01-10-2020 14:00:00;0.33;25.36;0.32;63.64
01-10-2020 13:30:00;0.32;31.22;1.23;99.17
01-10-2020 13:00:00;0.31;24.39;0.59;56.37
01-10-2020 12:30:00;0.29;28.51;0.8;65.06
01-10-2020 12:00:00;0.29;23.91;0.7;49.21
01-10-2020 11:30:00;0.34;36.17;1.04;83.98
01-10-2020 11:00:00;0.31;30.36;0.96;59.11
01-10-2020 10:30:00;0.32;21.08;0.43;47.59
01-10-2020 10:00:00;0.31;28.49;0.54;53.29
01-10-2020 09:30:00;0.31;17.56;0.7;49.32
01-10-2020 09:00:00;0.32;23.16;0.57;48.16
01-10-2020 08:30:00;0.31;26.1;0.54;54.22
01-10-2020 08:00:00;0.28;32.63;0.78;55.16
01-10-2020 07:30:00;0.28;24.74;0.59;47.48
01-10-2020 07:00:00;0.33;33.39;0.62;62.28
01-10-2020 06:30:00;0.46;33.8;0.94;83.24
01-10-2020 06:00:00;0.29;25.11;0.35;44.12
01-10-2020 05:30:00;0.35;37.51;2.03;119.14
01-10-2020 04:30:00;0.29;17.96;0.22;30.58
01-10-2020 04:00:00;0.25;7.24;0.02;13.04
01-10-2020 03:30:00;0.25;5.88;0.02;9.2
01-10-2020 03:00:00;0.26;4.57;0.02;7.03
01-10-2020 02:30:00;0.25;4.74;0.01;6.59
01-10-2020 02:00:00;0.25;4.55;0.1;5.95
01-10-2020 01:30:00;0.24;4.21;0.12;6.54
01-10-2020 01:00:00;0.25;6.8;0.26;9.54
01-10-2020 00:30:00;0.25;5.86;0.07;8.71
01-10-2020 00:00:00;0.15;6.33;0.07;8.35
30-09-2020 23:30:00;0.26;9.19;0.06;13.81
30-09-2020 23:00:00;0.28;11.96;0.25;15.27
30-09-2020 22:30:00;0.29;30.67;0.7;46.32
30-09-2020 22:00:00;0.31;14.29;0.22;22.38
30-09-2020 21:30:00;0.32;16.03;0.2;26.57
30-09-2020 21:00:00;0.35;18.2;0.36;33.46
30-09-2020 20:30:00;0.38;17.91;0.54;41.06
30-09-2020 20:00:00;0.36;18.13;0.36;35.79
30-09-2020 19:30:00;0.38;14.07;0.33;27.8
30-09-2020 19:00:00;0.36;15.2;0.17;29.07
30-09-2020 18:30:00;0.38;19.04;0.41;37.07
30-09-2020 18:00:00;0.35;19.17;0.3;33.63
30-09-2020 17:30:00;0.38;22.29;0.33;39.87
30-09-2020 17:00:00;0.43;23.54;0.52;43.09
30-09-2020 16:30:00;0.4;23.54;0.6;53.35
30-09-2020 16:00:00;0.41;25.36;0.89;63.87
30-09-2020 15:30:00;0.46;29.87;0.81;71.0
30-09-2020 15:00:00;0.47;35.85;1.34;81.77
30-09-2020 14:30:00;0.43;27.66;0.89;69.17
30-09-2020 14:00:00;0.45;28.88;1.48;82.76
30-09-2020 13:30:00;0.41;29.97;0.81;68.39
30-09-2020 13:00:00;0.41;62.14;2.41;134.47
30-09-2020 12:30:00;0.42;27.49;1.26;81.73
30-09-2020 12:00:00;0.39;32.98;1.32;83.05
30-09-2020 11:30:00;0.43;37.0;1.26;97.1
30-09-2020 11:00:00;0.45;36.88;1.16;87.9
30-09-2020 10:30:00;0.42;36.0;1.27;89.67
30-09-2020 10:00:00;0.39;39.68;1.29;92.68
30-09-2020 09:30:00;0.38;32.33;1.0;79.25
30-09-2020 09:00:00;0.41;31.05;1.21;86.38
30-09-2020 08:30:00;0.38;36.26;1.48;97.74
30-09-2020 08:00:00;0.35;38.83;0.97;80.55
30-09-2020 07:30:00;0.52;47.39;1.88;127.78
30-09-2020 07:00:00;0.41;51.99;1.8;123.93
30-09-2020 06:30:00;0.49;54.86;2.67;174.08
30-09-2020 06:00:00;0.4;43.87;1.32;98.83
30-09-2020 05:30:00;0.39;38.64;0.97;80.08
30-09-2020 05:00:00;0.33;32.31;1.19;82.01
30-09-2020 04:30:00;0.31;23.63;0.6;44.17
30-09-2020 03:30:00;0.24;14.03;0.12;20.1
30-09-2020 03:00:00;0.24;8.78;0.12;13.78
30-09-2020 02:30:00;0.22;8.06;0.26;12.16
30-09-2020 02:00:00;0.22;6.51;0.05;8.64
30-09-2020 01:30:00;0.25;6.28;0.01;8.17
30-09-2020 01:00:00;0.24;7.38;0.18;9.33
30-09-2020 00:30:00;0.26;9.88;0.36;13.32
30-09-2020 00:00:00;0.25;12.71;0.36;19.81
29-09-2020 23:30:00;0.34;18.3;0.55;28.43
29-09-2020 23:00:00;0.26;9.53;0.31;13.58
29-09-2020 22:30:00;0.29;12.69;0.34;22.42
29-09-2020 22:00:00;0.28;18.93;1.06;58.13
29-09-2020 21:30:00;0.28;19.32;0.74;50.41
29-09-2020 21:00:00;0.38;31.15;1.11;74.54
29-09-2020 20:30:00;0.34;25.91;0.71;47.92
29-09-2020 20:00:00;0.4;38.4;0.9;68.88
29-09-2020 19:30:00;0.35;22.23;0.74;38.55
29-09-2020 19:00:00;0.39;23.71;0.98;47.55
29-09-2020 18:30:00;0.35;23.87;0.74;43.25
29-09-2020 18:00:00;0.38;55.89;1.27;87.58
29-09-2020 17:30:00;0.34;57.61;1.38;93.6
29-09-2020 17:00:00;0.47;22.99;0.87;58.24
29-09-2020 16:30:00;0.35;22.41;0.85;47.53
29-09-2020 16:00:00;0.36;32.71;1.19;60.9
29-09-2020 15:30:00;0.44;30.95;1.08;61.37
29-09-2020 15:00:00;0.51;30.05;1.38;73.94
29-09-2020 14:30:00;0.42;47.09;1.99;116.75
29-09-2020 14:00:00;0.41;36.96;1.59;85.34
29-09-2020 13:30:00;0.42;28.12;1.46;69.86
29-09-2020 13:00:00;0.47;35.43;1.99;88.07
29-09-2020 12:30:00;0.34;30.84;1.67;75.31
29-09-2020 12:00:00;0.35;38.36;1.57;73.15
29-09-2020 11:30:00;0.32;25.35;1.14;59.74
29-09-2020 11:00:00;0.3;23.98;1.06;56.36
29-09-2020 10:30:00;0.33;29.84;1.3;71.19
29-09-2020 10:00:00;0.34;31.52;1.83;87.98
29-09-2020 09:30:00;0.32;28.05;1.03;61.84
29-09-2020 09:00:00;0.35;46.22;1.27;87.35
29-09-2020 08:30:00;0.34;27.93;0.82;64.06
29-09-2020 08:00:00;0.3;32.12;1.06;73.8
29-09-2020 07:30:00;0.4;34.49;1.41;95.04
29-09-2020 07:00:00;0.37;40.36;1.54;107.01
29-09-2020 06:30:00;0.51;37.2;2.74;160.38
29-09-2020 05:30:00;0.37;37.64;1.22;92.89
29-09-2020 05:00:00;0.32;28.63;0.8;65.2
29-09-2020 04:30:00;0.33;26.05;0.48;50.49
29-09-2020 04:00:00;0.23;15.51;0.21;26.34
29-09-2020 03:30:00;0.22;7.37;0.03;10.67
29-09-2020 03:00:00;0.22;10.32;0.05;13.98
29-09-2020 02:30:00;0.21;7.7;0.11;10.3
29-09-2020 02:00:00;0.21;8.22;0.13;17.29
29-09-2020 01:30:00;0.2;5.22;0.02;9.31
29-09-2020 01:00:00;0.2;5.44;0.1;6.45
29-09-2020 00:30:00;0.22;5.57;0.1;7.74
29-09-2020 00:00:00;0.22;7.16;0.02;9.6
28-09-2020 23:30:00;0.27;8.12;0.22;17.93
28-09-2020 23:00:00;0.25;7.65;0.0;13.57
28-09-2020 22:30:00;0.29;8.91;0.0;15.33
28-09-2020 22:00:00;0.29;10.48;0.0;17.3
28-09-2020 21:30:00;0.3;11.93;0.11;21.6
28-09-2020 21:00:00;0.32;11.52;0.16;21.86
28-09-2020 20:30:00;0.33;13.73;0.16;26.01
28-09-2020 20:00:00;0.39;20.73;0.51;39.63
28-09-2020 19:30:00;0.37;20.84;0.67;45.85
28-09-2020 19:00:00;0.37;26.04;0.78;59.08
28-09-2020 18:30:00;0.44;21.29;0.72;47.33
28-09-2020 18:00:00;0.36;21.18;0.88;47.24
28-09-2020 17:30:00;0.36;22.83;0.94;47.87
28-09-2020 17:00:00;0.36;29.78;1.71;83.49
28-09-2020 16:30:00;0.42;31.77;1.84;76.55
28-09-2020 16:00:00;0.39;32.88;3.75;78.64
28-09-2020 15:30:00;0.39;43.6;4.26;99.69
28-09-2020 15:00:00;0.47;39.47;2.56;140.26
28-09-2020 14:30:00;0.51;49.7;2.32;122.34
28-09-2020 14:00:00;0.53;48.97;2.96;172.35
28-09-2020 13:30:00;0.48;34.37;2.48;129.61
28-09-2020 13:00:00;0.38;34.15;1.92;100.82
28-09-2020 12:30:00;0.36;36.33;2.05;105.06
28-09-2020 12:00:00;0.37;40.84;1.71;99.93
28-09-2020 11:30:00;0.37;30.71;2.08;96.41
28-09-2020 11:00:00;0.38;10.31;2.13;101.01
28-09-2020 10:30:00;0.33;24.18;1.26;61.64
28-09-2020 10:00:00;0.28;37.83;2.11;91.29
28-09-2020 09:30:00;0.28;20.9;1.34;55.64
28-09-2020 09:00:00;0.33;30.48;1.58;70.95
28-09-2020 08:30:00;0.3;42.67;3.3;99.66
28-09-2020 08:00:00;0.31;45.6;5.4;124.1
28-09-2020 07:30:00;0.31;47.66;2.67;118.67
28-09-2020 07:00:00;0.35;31.83;2.16;89.75
28-09-2020 06:30:00;0.5;36.46;5.06;222.66
28-09-2020 06:00:00;0.42;35.45;2.59;94.86
28-09-2020 05:30:00;0.42;43.15;2.56;106.49
28-09-2020 04:30:00;0.31;15.69;1.13;44.22
28-09-2020 04:00:00;0.26;12.18;1.07;18.32
28-09-2020 03:30:00;0.27;12.89;0.68;18.3
28-09-2020 03:00:00;0.24;10.89;0.38;15.6
28-09-2020 02:30:00;0.26;7.13;0.28;10.21
28-09-2020 02:00:00;0.26;9.3;0.36;11.44
28-09-2020 01:30:00;0.26;8.91;0.33;12.56
28-09-2020 01:00:00;0.26;12.11;0.25;14.2
28-09-2020 00:30:00;0.26;11.5;0.22;13.39
